100 180
1 2 1
1 11 3
2 3 2
2 12 2
3 4 5
3 13 1
4 5 2
4 14 4
5 6 2
5 15 3
6 7 3
6 16 5
7 8 1
7 17 4
8 9 4
8 18 1
9 10 1
9 19 2
10 20 1
11 12 2
11 21 5
12 13 5
12 22 4
13 14 2
13 23 3
14 15 2
14 24 1
15 16 2
15 25 3
16 17 3
16 26 1
17 18 4
17 27 4
18 19 2
18 28 4
19 20 1
19 29 5
20 30 1
21 22 1
21 31 5
22 23 3
22 32 3
23 24 1
23 33 2
24 25 4
24 34 4
25 26 5
25 35 2
26 27 2
26 36 3
27 28 3
27 37 4
28 29 4
28 38 4
29 30 3
29 39 3
30 40 4
31 32 5
31 41 3
32 33 4
32 42 4
33 34 2
33 43 2
34 35 2
34 44 3
35 36 4
35 45 4
36 37 5
36 46 2
37 38 4
37 47 5
38 39 5
38 48 5
39 40 5
39 49 4
40 50 1
41 42 3
41 51 1
42 43 3
42 52 4
43 44 1
43 53 5
44 45 2
44 54 4
45 46 5
45 55 1
46 47 1
46 56 4
47 48 1
47 57 3
48 49 3
48 58 1
49 50 2
49 59 2
50 60 2
51 52 5
51 61 3
52 53 2
52 62 5
53 54 4
53 63 4
54 55 1
54 64 1
55 56 1
55 65 3
56 57 4
56 66 3
57 58 2
57 67 1
58 59 3
58 68 4
59 60 3
59 69 1
60 70 3
61 62 2
61 71 5
62 63 4
62 72 2
63 64 5
63 73 5
64 65 3
64 74 1
65 66 2
65 75 5
66 67 2
66 76 2
67 68 1
67 77 1
68 69 5
68 78 3
69 70 2
69 79 4
70 80 1
71 72 2
71 81 2
72 73 1
72 82 5
73 74 1
73 83 3
74 75 3
74 84 3
75 76 3
75 85 4
76 77 3
76 86 5
77 78 3
77 87 4
78 79 4
78 88 3
79 80 1
79 89 3
80 90 4
81 82 4
81 91 5
82 83 5
82 92 3
83 84 3
83 93 2
84 85 5
84 94 4
85 86 3
85 95 3
86 87 1
86 96 3
87 88 3
87 97 1
88 89 2
88 98 3
89 90 3
89 99 1
90 100 1
91 92 2
92 93 1
93 94 4
94 95 5
95 96 4
96 97 3
97 98 1
98 99 1
99 100 3
