49 84
1 2 2
1 8 2
2 3 5
2 9 2
3 4 3
3 10 1
4 5 5
4 11 1
5 6 4
5 12 2
6 7 3
6 13 2
7 14 5
8 9 3
8 15 1
9 10 2
9 16 5
10 11 1
10 17 1
11 12 3
11 18 3
12 13 4
12 19 5
13 14 2
13 20 5
14 21 5
15 16 4
15 22 3
16 17 5
16 23 1
17 18 4
17 24 3
18 19 5
18 25 3
19 20 3
19 26 4
20 21 1
20 27 1
21 28 3
22 23 4
22 29 1
23 24 5
23 30 5
24 25 5
24 31 4
25 26 4
25 32 3
26 27 3
26 33 5
27 28 1
27 34 1
28 35 4
29 30 5
29 36 5
30 31 4
30 37 4
31 32 3
31 38 5
32 33 5
32 39 4
33 34 5
33 40 2
34 35 3
34 41 1
35 42 5
36 37 1
36 43 4
37 38 5
37 44 4
38 39 2
38 45 1
39 40 2
39 46 1
40 41 2
40 47 5
41 42 3
41 48 3
42 49 3
43 44 5
44 45 2
45 46 4
46 47 1
47 48 2
48 49 3
