100 180
1 2 1
1 11 2
2 3 5
2 12 4
3 4 5
3 13 3
4 5 4
4 14 4
5 6 2
5 15 1
6 7 1
6 16 3
7 8 1
7 17 1
8 9 2
8 18 2
9 10 2
9 19 1
10 20 1
11 12 2
11 21 4
12 13 5
12 22 4
13 14 3
13 23 4
14 15 5
14 24 2
15 16 1
15 25 2
16 17 3
16 26 3
17 18 4
17 27 4
18 19 5
18 28 1
19 20 4
19 29 3
20 30 3
21 22 2
21 31 1
22 23 2
22 32 5
23 24 3
23 33 1
24 25 2
24 34 4
25 26 1
25 35 2
26 27 5
26 36 1
27 28 2
27 37 2
28 29 1
28 38 5
29 30 2
29 39 5
30 40 3
31 32 1
31 41 3
32 33 5
32 42 3
33 34 1
33 43 2
34 35 5
34 44 4
35 36 1
35 45 4
36 37 5
36 46 2
37 38 1
37 47 4
38 39 2
38 48 3
39 40 5
39 49 2
40 50 2
41 42 5
41 51 1
42 43 4
42 52 3
43 44 5
43 53 3
44 45 4
44 54 4
45 46 4
45 55 5
46 47 1
46 56 4
47 48 4
47 57 5
48 49 5
48 58 4
49 50 4
49 59 5
50 60 5
51 52 3
51 61 1
52 53 2
52 62 4
53 54 1
53 63 4
54 55 2
54 64 4
55 56 4
55 65 4
56 57 1
56 66 5
57 58 3
57 67 5
58 59 1
58 68 2
59 60 2
59 69 5
60 70 3
61 62 5
61 71 3
62 63 2
62 72 2
63 64 1
63 73 1
64 65 4
64 74 1
65 66 2
65 75 2
66 67 4
66 76 4
67 68 2
67 77 5
68 69 2
68 78 4
69 70 5
69 79 4
70 80 5
71 72 5
71 81 2
72 73 1
72 82 3
73 74 5
73 83 3
74 75 5
74 84 5
75 76 2
75 85 4
76 77 4
76 86 1
77 78 3
77 87 4
78 79 1
78 88 2
79 80 1
79 89 1
80 90 2
81 82 1
81 91 3
82 83 1
82 92 3
83 84 3
83 93 4
84 85 5
84 94 1
85 86 3
85 95 5
86 87 1
86 96 4
87 88 3
87 97 2
88 89 4
88 98 2
89 90 4
89 99 4
90 100 4
91 92 5
92 93 2
93 94 4
94 95 1
95 96 1
96 97 5
97 98 1
98 99 4
99 100 4
