49 84
1 2 5
1 8 1
2 3 4
2 9 4
3 4 4
3 10 4
4 5 1
4 11 5
5 6 2
5 12 2
6 7 3
6 13 4
7 14 2
8 9 2
8 15 4
9 10 3
9 16 2
10 11 1
10 17 1
11 12 2
11 18 4
12 13 2
12 19 1
13 14 2
13 20 5
14 21 1
15 16 5
15 22 5
16 17 4
16 23 4
17 18 5
17 24 1
18 19 1
18 25 5
19 20 4
19 26 5
20 21 3
20 27 3
21 28 2
22 23 4
22 29 5
23 24 4
23 30 5
24 25 2
24 31 1
25 26 4
25 32 3
26 27 2
26 33 5
27 28 1
27 34 4
28 35 5
29 30 2
29 36 2
30 31 4
30 37 1
31 32 3
31 38 4
32 33 3
32 39 4
33 34 4
33 40 5
34 35 3
34 41 4
35 42 2
36 37 5
36 43 2
37 38 3
37 44 5
38 39 3
38 45 3
39 40 3
39 46 2
40 41 3
40 47 5
41 42 2
41 48 2
42 49 2
43 44 3
44 45 5
45 46 4
46 47 3
47 48 3
48 49 2
