100 180
1 2 3
1 11 5
2 3 1
2 12 1
3 4 4
3 13 1
4 5 3
4 14 5
5 6 3
5 15 1
6 7 1
6 16 5
7 8 5
7 17 3
8 9 4
8 18 5
9 10 4
9 19 4
10 20 3
11 12 2
11 21 3
12 13 2
12 22 1
13 14 1
13 23 3
14 15 5
14 24 5
15 16 2
15 25 4
16 17 5
16 26 1
17 18 2
17 27 1
18 19 5
18 28 4
19 20 2
19 29 3
20 30 4
21 22 1
21 31 2
22 23 2
22 32 3
23 24 1
23 33 3
24 25 5
24 34 2
25 26 1
25 35 2
26 27 1
26 36 3
27 28 3
27 37 4
28 29 5
28 38 1
29 30 4
29 39 5
30 40 3
31 32 3
31 41 4
32 33 5
32 42 4
33 34 5
33 43 3
34 35 1
34 44 1
35 36 1
35 45 5
36 37 4
36 46 5
37 38 3
37 47 3
38 39 1
38 48 2
39 40 5
39 49 5
40 50 3
41 42 1
41 51 1
42 43 1
42 52 5
43 44 5
43 53 1
44 45 1
44 54 5
45 46 5
45 55 5
46 47 1
46 56 4
47 48 4
47 57 2
48 49 2
48 58 3
49 50 1
49 59 5
50 60 3
51 52 4
51 61 4
52 53 1
52 62 2
53 54 2
53 63 4
54 55 5
54 64 4
55 56 3
55 65 1
56 57 2
56 66 1
57 58 2
57 67 3
58 59 5
58 68 3
59 60 1
59 69 1
60 70 2
61 62 2
61 71 2
62 63 1
62 72 2
63 64 5
63 73 2
64 65 5
64 74 1
65 66 5
65 75 2
66 67 4
66 76 4
67 68 4
67 77 1
68 69 3
68 78 2
69 70 4
69 79 1
70 80 4
71 72 3
71 81 2
72 73 4
72 82 2
73 74 4
73 83 5
74 75 5
74 84 5
75 76 4
75 85 5
76 77 5
76 86 4
77 78 4
77 87 3
78 79 3
78 88 3
79 80 3
79 89 1
80 90 5
81 82 2
81 91 4
82 83 3
82 92 5
83 84 1
83 93 5
84 85 1
84 94 5
85 86 2
85 95 2
86 87 1
86 96 4
87 88 5
87 97 5
88 89 5
88 98 3
89 90 1
89 99 5
90 100 4
91 92 5
92 93 2
93 94 5
94 95 4
95 96 4
96 97 3
97 98 5
98 99 2
99 100 4
