196 364
1 2 4
1 15 5
2 3 3
2 16 5
3 4 2
3 17 3
4 5 1
4 18 3
5 6 5
5 19 2
6 7 2
6 20 2
7 8 1
7 21 4
8 9 3
8 22 5
9 10 2
9 23 4
10 11 2
10 24 4
11 12 5
11 25 5
12 13 2
12 26 5
13 14 1
13 27 4
14 28 1
15 16 5
15 29 4
16 17 4
16 30 4
17 18 5
17 31 2
18 19 1
18 32 4
19 20 1
19 33 1
20 21 3
20 34 3
21 22 2
21 35 4
22 23 1
22 36 3
23 24 3
23 37 2
24 25 1
24 38 1
25 26 1
25 39 3
26 27 4
26 40 4
27 28 3
27 41 3
28 42 2
29 30 2
29 43 1
30 31 1
30 44 2
31 32 3
31 45 5
32 33 5
32 46 5
33 34 2
33 47 3
34 35 1
34 48 4
35 36 5
35 49 4
36 37 2
36 50 1
37 38 5
37 51 3
38 39 4
38 52 4
39 40 3
39 53 4
40 41 5
40 54 4
41 42 5
41 55 3
42 56 3
43 44 3
43 57 3
44 45 4
44 58 3
45 46 3
45 59 2
46 47 1
46 60 1
47 48 1
47 61 3
48 49 4
48 62 4
49 50 5
49 63 4
50 51 1
50 64 5
51 52 2
51 65 4
52 53 1
52 66 2
53 54 1
53 67 3
54 55 1
54 68 2
55 56 2
55 69 1
56 70 4
57 58 2
57 71 2
58 59 3
58 72 3
59 60 3
59 73 4
60 61 1
60 74 1
61 62 1
61 75 2
62 63 2
62 76 5
63 64 2
63 77 3
64 65 5
64 78 2
65 66 3
65 79 5
66 67 4
66 80 4
67 68 1
67 81 2
68 69 1
68 82 3
69 70 3
69 83 3
70 84 3
71 72 5
71 85 3
72 73 1
72 86 1
73 74 4
73 87 1
74 75 1
74 88 1
75 76 5
75 89 2
76 77 5
76 90 5
77 78 3
77 91 4
78 79 3
78 92 5
79 80 5
79 93 4
80 81 3
80 94 5
81 82 4
81 95 4
82 83 4
82 96 1
83 84 5
83 97 2
84 98 1
85 86 1
85 99 2
86 87 3
86 100 3
87 88 1
87 101 2
88 89 5
88 102 2
89 90 2
89 103 5
90 91 5
90 104 3
91 92 5
91 105 3
92 93 4
92 106 2
93 94 2
93 107 4
94 95 3
94 108 4
95 96 2
95 109 2
96 97 1
96 110 1
97 98 4
97 111 5
98 112 2
99 100 3
99 113 2
100 101 4
100 114 1
101 102 1
101 115 3
102 103 2
102 116 2
103 104 1
103 117 4
104 105 1
104 118 3
105 106 2
105 119 3
106 107 3
106 120 5
107 108 4
107 121 1
108 109 1
108 122 4
109 110 3
109 123 2
110 111 3
110 124 1
111 112 1
111 125 4
112 126 4
113 114 3
113 127 5
114 115 4
114 128 3
115 116 3
115 129 1
116 117 4
116 130 3
117 118 1
117 131 3
118 119 5
118 132 4
119 120 4
119 133 2
120 121 4
120 134 2
121 122 2
121 135 3
122 123 5
122 136 5
123 124 1
123 137 3
124 125 1
124 138 2
125 126 2
125 139 4
126 140 5
127 128 5
127 141 4
128 129 5
128 142 2
129 130 1
129 143 5
130 131 2
130 144 1
131 132 4
131 145 1
132 133 2
132 146 3
133 134 1
133 147 3
134 135 4
134 148 4
135 136 1
135 149 5
136 137 1
136 150 2
137 138 1
137 151 1
138 139 2
138 152 3
139 140 4
139 153 1
140 154 3
141 142 2
141 155 2
142 143 5
142 156 2
143 144 5
143 157 3
144 145 2
144 158 1
145 146 5
145 159 5
146 147 4
146 160 4
147 148 1
147 161 3
148 149 4
148 162 5
149 150 3
149 163 3
150 151 4
150 164 1
151 152 1
151 165 3
152 153 4
152 166 5
153 154 1
153 167 5
154 168 3
155 156 3
155 169 5
156 157 2
156 170 3
157 158 4
157 171 2
158 159 5
158 172 3
159 160 3
159 173 4
160 161 3
160 174 1
161 162 5
161 175 3
162 163 5
162 176 4
163 164 3
163 177 5
164 165 2
164 178 2
165 166 3
165 179 1
166 167 5
166 180 4
167 168 2
167 181 1
168 182 3
169 170 4
169 183 1
170 171 4
170 184 1
171 172 5
171 185 3
172 173 5
172 186 2
173 174 3
173 187 4
174 175 3
174 188 1
175 176 2
175 189 4
176 177 1
176 190 3
177 178 1
177 191 4
178 179 5
178 192 5
179 180 4
179 193 3
180 181 1
180 194 1
181 182 2
181 195 1
182 196 4
183 184 2
184 185 5
185 186 3
186 187 4
187 188 4
188 189 1
189 190 3
190 191 5
191 192 3
192 193 5
193 194 5
194 195 4
195 196 3
