100 180
1 2 2
1 11 1
2 3 4
2 12 3
3 4 1
3 13 1
4 5 2
4 14 2
5 6 1
5 15 3
6 7 4
6 16 3
7 8 5
7 17 1
8 9 1
8 18 5
9 10 2
9 19 1
10 20 3
11 12 2
11 21 1
12 13 2
12 22 4
13 14 2
13 23 2
14 15 3
14 24 4
15 16 2
15 25 1
16 17 1
16 26 1
17 18 4
17 27 1
18 19 1
18 28 5
19 20 4
19 29 4
20 30 5
21 22 5
21 31 2
22 23 3
22 32 3
23 24 2
23 33 3
24 25 3
24 34 4
25 26 4
25 35 4
26 27 3
26 36 2
27 28 3
27 37 2
28 29 5
28 38 3
29 30 4
29 39 1
30 40 3
31 32 1
31 41 4
32 33 1
32 42 5
33 34 5
33 43 4
34 35 4
34 44 5
35 36 3
35 45 1
36 37 3
36 46 5
37 38 4
37 47 3
38 39 2
38 48 5
39 40 2
39 49 5
40 50 5
41 42 2
41 51 2
42 43 4
42 52 4
43 44 3
43 53 4
44 45 5
44 54 3
45 46 5
45 55 5
46 47 4
46 56 2
47 48 4
47 57 4
48 49 1
48 58 3
49 50 3
49 59 4
50 60 1
51 52 3
51 61 2
52 53 4
52 62 5
53 54 5
53 63 1
54 55 4
54 64 3
55 56 2
55 65 1
56 57 5
56 66 1
57 58 4
57 67 3
58 59 4
58 68 4
59 60 2
59 69 3
60 70 1
61 62 3
61 71 1
62 63 2
62 72 3
63 64 5
63 73 5
64 65 5
64 74 4
65 66 2
65 75 4
66 67 2
66 76 3
67 68 2
67 77 3
68 69 2
68 78 1
69 70 1
69 79 3
70 80 2
71 72 1
71 81 4
72 73 1
72 82 4
73 74 3
73 83 4
74 75 2
74 84 2
75 76 3
75 85 3
76 77 2
76 86 3
77 78 5
77 87 2
78 79 4
78 88 1
79 80 1
79 89 1
80 90 4
81 82 3
81 91 2
82 83 5
82 92 5
83 84 5
83 93 5
84 85 2
84 94 2
85 86 5
85 95 4
86 87 3
86 96 1
87 88 4
87 97 3
88 89 4
88 98 4
89 90 2
89 99 3
90 100 4
91 92 4
92 93 2
93 94 3
94 95 2
95 96 2
96 97 2
97 98 4
98 99 1
99 100 1
