196 364
1 2 2
1 15 5
2 3 1
2 16 5
3 4 5
3 17 3
4 5 3
4 18 4
5 6 2
5 19 5
6 7 4
6 20 4
7 8 5
7 21 1
8 9 4
8 22 5
9 10 1
9 23 4
10 11 3
10 24 2
11 12 2
11 25 5
12 13 4
12 26 1
13 14 4
13 27 1
14 28 5
15 16 2
15 29 2
16 17 3
16 30 2
17 18 3
17 31 5
18 19 4
18 32 1
19 20 4
19 33 3
20 21 5
20 34 4
21 22 2
21 35 2
22 23 3
22 36 2
23 24 5
23 37 4
24 25 2
24 38 3
25 26 2
25 39 2
26 27 3
26 40 5
27 28 5
27 41 4
28 42 4
29 30 2
29 43 5
30 31 3
30 44 5
31 32 4
31 45 2
32 33 1
32 46 1
33 34 4
33 47 3
34 35 5
34 48 1
35 36 1
35 49 1
36 37 3
36 50 2
37 38 1
37 51 3
38 39 2
38 52 5
39 40 3
39 53 4
40 41 2
40 54 2
41 42 4
41 55 4
42 56 1
43 44 2
43 57 3
44 45 2
44 58 4
45 46 4
45 59 4
46 47 4
46 60 4
47 48 2
47 61 1
48 49 5
48 62 3
49 50 2
49 63 5
50 51 4
50 64 2
51 52 2
51 65 5
52 53 4
52 66 5
53 54 1
53 67 1
54 55 4
54 68 2
55 56 4
55 69 1
56 70 1
57 58 5
57 71 3
58 59 2
58 72 2
59 60 4
59 73 5
60 61 2
60 74 1
61 62 1
61 75 5
62 63 3
62 76 1
63 64 2
63 77 3
64 65 5
64 78 5
65 66 3
65 79 3
66 67 4
66 80 1
67 68 1
67 81 1
68 69 5
68 82 4
69 70 3
69 83 2
70 84 4
71 72 4
71 85 2
72 73 4
72 86 1
73 74 1
73 87 2
74 75 3
74 88 5
75 76 1
75 89 2
76 77 3
76 90 4
77 78 4
77 91 2
78 79 3
78 92 3
79 80 5
79 93 3
80 81 3
80 94 4
81 82 4
81 95 3
82 83 3
82 96 4
83 84 4
83 97 1
84 98 4
85 86 1
85 99 5
86 87 2
86 100 2
87 88 1
87 101 5
88 89 3
88 102 4
89 90 2
89 103 2
90 91 3
90 104 5
91 92 1
91 105 3
92 93 4
92 106 4
93 94 5
93 107 5
94 95 1
94 108 3
95 96 1
95 109 2
96 97 3
96 110 5
97 98 4
97 111 3
98 112 1
99 100 1
99 113 1
100 101 2
100 114 1
101 102 5
101 115 1
102 103 1
102 116 4
103 104 2
103 117 4
104 105 5
104 118 3
105 106 2
105 119 2
106 107 5
106 120 5
107 108 2
107 121 2
108 109 4
108 122 4
109 110 1
109 123 5
110 111 1
110 124 5
111 112 5
111 125 3
112 126 2
113 114 1
113 127 4
114 115 5
114 128 3
115 116 3
115 129 4
116 117 4
116 130 1
117 118 5
117 131 3
118 119 1
118 132 4
119 120 3
119 133 4
120 121 5
120 134 2
121 122 3
121 135 4
122 123 3
122 136 3
123 124 2
123 137 4
124 125 4
124 138 4
125 126 1
125 139 4
126 140 5
127 128 3
127 141 4
128 129 4
128 142 5
129 130 3
129 143 2
130 131 4
130 144 3
131 132 4
131 145 3
132 133 1
132 146 5
133 134 4
133 147 3
134 135 5
134 148 5
135 136 4
135 149 2
136 137 5
136 150 1
137 138 4
137 151 5
138 139 1
138 152 4
139 140 1
139 153 1
140 154 4
141 142 4
141 155 2
142 143 1
142 156 1
143 144 4
143 157 4
144 145 3
144 158 5
145 146 1
145 159 2
146 147 1
146 160 3
147 148 1
147 161 4
148 149 3
148 162 5
149 150 1
149 163 2
150 151 2
150 164 1
151 152 1
151 165 5
152 153 2
152 166 3
153 154 1
153 167 2
154 168 5
155 156 1
155 169 4
156 157 3
156 170 3
157 158 1
157 171 1
158 159 2
158 172 2
159 160 5
159 173 1
160 161 2
160 174 2
161 162 4
161 175 3
162 163 4
162 176 5
163 164 2
163 177 2
164 165 4
164 178 1
165 166 1
165 179 2
166 167 5
166 180 5
167 168 5
167 181 1
168 182 1
169 170 1
169 183 2
170 171 5
170 184 1
171 172 2
171 185 2
172 173 4
172 186 4
173 174 5
173 187 5
174 175 3
174 188 3
175 176 4
175 189 2
176 177 2
176 190 4
177 178 3
177 191 5
178 179 4
178 192 1
179 180 2
179 193 5
180 181 5
180 194 3
181 182 1
181 195 5
182 196 1
183 184 2
184 185 1
185 186 1
186 187 2
187 188 4
188 189 1
189 190 4
190 191 1
191 192 1
192 193 2
193 194 1
194 195 4
195 196 1
