12 66
1 2 654
1 3 831
1 4 122
1 5 341
1 6 684
1 7 778
1 8 191
1 9 612
1 10 309
1 11 842
1 12 716
2 3 196
2 4 703
2 5 452
2 6 653
2 7 124
2 8 747
2 9 309
2 10 354
2 11 195
2 12 277
3 4 864
3 5 578
3 6 824
3 7 120
3 8 900
3 9 478
3 10 522
3 11 39
3 12 243
4 5 317
4 6 804
4 7 828
4 8 68
4 9 706
4 10 349
4 11 881
4 12 718
5 6 810
5 7 569
5 8 334
5 9 581
5 10 172
5 11 601
5 12 404
6 7 706
6 8 873
6 9 346
6 10 639
6 11 803
6 12 910
7 8 871
7 9 362
7 10 478
7 11 96
7 12 313
8 9 768
8 10 395
8 11 918
8 12 738
9 10 416
9 11 459
9 12 577
10 11 535
10 12 419
11 12 280
