50 1225
1 2 345
1 3 627
1 4 475
1 5 486
1 6 641
1 7 371
1 8 217
1 9 372
1 10 199
1 11 198
1 12 428
1 13 499
1 14 563
1 15 579
1 16 389
1 17 647
1 18 223
1 19 658
1 20 94
1 21 367
1 22 473
1 23 528
1 24 445
1 25 409
1 26 509
1 27 301
1 28 102
1 29 538
1 30 520
1 31 820
1 32 384
1 33 335
1 34 681
1 35 360
1 36 290
1 37 247
1 38 581
1 39 340
1 40 536
1 41 373
1 42 294
1 43 437
1 44 510
1 45 314
1 46 290
1 47 438
1 48 295
1 49 487
1 50 305
2 3 408
2 4 184
2 5 442
2 6 631
2 7 695
2 8 131
2 9 109
2 10 528
2 11 516
2 12 532
2 13 421
2 14 611
2 15 566
2 16 454
2 17 324
2 18 188
2 19 636
2 20 408
2 21 705
2 22 299
2 23 276
2 24 103
2 25 748
2 26 448
2 27 488
2 28 301
2 29 365
2 30 446
2 31 479
2 32 342
2 33 526
2 34 616
2 35 429
2 36 498
2 37 591
2 38 481
2 39 460
2 40 555
2 41 510
2 42 479
2 43 580
2 44 222
2 45 513
2 46 535
2 47 783
2 48 581
2 49 571
2 50 546
3 4 232
3 5 849
3 6 387
3 7 995
3 8 454
3 9 305
3 10 825
3 11 825
3 12 933
3 13 825
3 14 446
3 15 348
3 16 406
3 17 554
3 18 406
3 19 1041
3 20 632
3 21 981
3 22 155
3 23 133
3 24 413
3 25 1018
3 26 250
3 27 866
3 28 531
3 29 102
3 30 849
3 31 423
3 32 751
3 33 568
3 34 1013
3 35 407
3 36 574
3 37 852
3 38 876
3 39 855
3 40 383
3 41 904
3 42 857
3 43 975
3 44 557
3 45 570
3 46 893
3 47 1021
3 48 917
3 49 977
3 50 906
4 5 618
4 6 528
4 7 844
4 8 267
4 9 103
4 10 672
4 11 666
4 12 716
4 13 593
4 14 541
4 15 470
4 16 423
4 17 359
4 18 260
4 19 809
4 20 511
4 21 843
4 22 169
4 23 99
4 24 182
4 25 884
4 26 347
4 27 666
4 28 399
4 29 216
4 30 617
4 31 368
4 32 524
4 33 546
4 34 781
4 35 407
4 36 533
4 37 720
4 38 644
4 39 643
4 40 478
4 41 693
4 42 657
4 43 763
4 44 331
4 45 539
4 46 706
4 47 906
4 48 744
4 49 755
4 50 718
5 6 1040
5 7 615
5 8 451
5 9 550
5 10 521
5 11 495
5 12 203
5 13 45
5 14 993
5 15 974
5 16 817
5 17 476
5 18 540
5 19 196
5 20 580
5 21 663
5 22 738
5 23 715
5 24 449
5 25 705
5 26 867
5 27 301
5 28 542
5 29 806
5 30 46
5 31 782
5 32 110
5 33 812
5 34 197
5 35 787
5 36 769
5 37 618
5 38 108
5 39 217
5 40 948
5 41 240
5 42 298
5 43 269
5 44 349
5 45 792
5 46 387
5 47 779
5 48 468
5 49 197
5 50 385
6 7 942
6 8 588
6 9 529
6 10 799
6 11 811
6 12 1052
6 13 1031
6 14 115
6 15 66
6 16 253
6 17 888
6 18 500
6 19 1234
6 20 589
6 21 903
6 22 359
6 23 454
6 24 690
6 25 927
6 26 184
6 27 939
6 28 543
6 29 324
6 30 1056
6 31 810
6 32 930
6 33 382
6 34 1230
6 35 281
6 36 418
6 37 780
6 38 1101
6 39 963
6 40 106
6 41 1004
6 42 932
6 43 1072
6 44 841
6 45 398
6 46 930
6 47 896
6 48 920
6 49 1107
6 50 945
7 8 578
7 9 740
7 10 171
7 11 179
7 12 438
7 13 651
7 14 841
7 15 889
7 16 694
7 17 955
7 18 594
7 19 704
7 20 370
7 21 67
7 22 840
7 23 899
7 24 785
7 25 95
7 26 847
7 27 314
7 28 464
7 29 903
7 30 661
7 31 1174
7 32 564
7 33 567
7 34 764
7 35 670
7 36 526
7 37 161
7 38 723
7 39 397
7 40 836
7 41 382
7 42 317
7 43 391
7 44 806
7 45 548
7 46 227
7 47 182
7 48 147
7 49 485
7 50 230
8 9 164
8 10 408
8 11 399
8 12 488
8 13 443
8 14 546
8 15 522
8 16 375
8 17 451
8 18 90
8 19 646
8 20 276
8 21 582
8 22 313
8 23 336
8 24 234
8 25 625
8 26 418
8 27 411
8 28 171
8 29 384
8 30 468
8 31 603
8 32 341
8 33 415
8 34 642
8 35 346
8 36 382
8 37 464
8 38 516
8 39 405
8 40 498
8 41 453
8 42 403
8 43 524
8 44 331
8 45 399
8 46 442
8 47 655
8 48 476
8 49 537
8 50 455
9 10 569
9 11 562
9 12 628
9 13 530
9 14 519
9 15 466
9 16 376
9 17 382
9 18 163
9 19 745
9 20 413
9 21 740
9 22 190
9 23 177
9 24 164
9 25 782
9 26 345
9 27 568
9 28 300
9 29 256
9 30 555
9 31 459
9 32 448
9 33 476
9 34 725
9 35 355
9 36 456
9 37 618
9 38 590
9 39 551
9 40 460
9 41 600
9 42 560
9 43 671
9 44 312
9 45 466
9 46 605
9 47 805
9 48 641
9 49 671
9 50 617
10 11 26
10 12 385
10 13 549
10 14 706
10 15 743
10 16 547
