25 300
1 2 399
1 3 316
1 4 383
1 5 826
1 6 487
1 7 813
1 8 528
1 9 697
1 10 794
1 11 746
1 12 592
1 13 832
1 14 184
1 15 775
1 16 309
1 17 606
1 18 913
1 19 760
1 20 437
1 21 232
1 22 793
1 23 558
1 24 487
1 25 263
2 3 224
2 4 59
2 5 1054
2 6 434
2 7 860
2 8 543
2 9 642
2 10 654
2 11 576
2 12 900
2 13 1075
2 14 580
2 15 1000
2 16 543
2 17 900
2 18 1154
2 19 780
2 20 62
2 21 627
2 22 1072
2 23 803
2 24 879
2 25 662
3 4 169
3 5 832
3 6 233
3 7 649
3 8 329
3 9 456
3 10 511
3 11 450
3 12 696
3 13 854
3 14 494
3 15 777
3 16 337
3 17 691
3 18 932
3 19 574
3 20 286
3 21 501
3 22 857
3 23 586
3 24 734
3 25 559
4 5 1001
4 6 375
4 7 801
4 8 483
4 9 584
4 10 601
4 11 525
4 12 855
4 13 1023
4 14 567
4 15 946
4 16 496
4 17 853
4 18 1100
4 19 720
4 20 120
4 21 604
4 22 1023
4 23 753
4 24 853
4 25 645
5 6 690
5 7 442
5 8 578
5 9 641
5 10 798
5 11 839
5 12 298
5 13 45
5 14 816
5 15 54
5 16 533
5 17 261
5 18 101
5 19 499
5 20 1116
5 21 705
5 22 154
5 23 268
5 24 642
5 25 776
6 7 426
6 8 117
6 9 224
6 10 308
6 11 271
6 12 638
6 13 721
6 14 635
6 15 637
6 16 328
6 17 620
6 18 791
6 19 346
6 20 494
6 21 601
6 22 753
6 23 490
6 24 786
6 25 677
7 8 320
7 9 258
7 10 385
7 11 447
7 12 590
7 13 487
7 14 898
7 15 411
7 16 523
7 17 552
7 18 523
7 19 87
7 20 920
7 21 817
7 22 575
7 23 433
7 24 889
7 25 901
8 9 177
8 10 315
8 11 310
8 12 556
8 13 611
8 14 650
8 15 527
8 16 299
8 17 533
8 18 679
8 19 246
8 20 604
8 21 597
8 22 651
8 23 398
8 24 749
8 25 678
9 10 162
9 11 199
9 12 690
9 13 681
9 14 827
9 15 598
9 16 474
9 17 661
9 18 736
9 19 170
9 20 699
9 21 774
9 22 745
9 23 524
9 24 916
9 25 855
10 11 85
10 12 851
10 13 839
10 14 942
10 15 756
10 16 611
10 17 823
10 18 890
10 19 306
10 20 703
10 21 902
10 22 907
10 23 686
10 24 1064
10 25 981
11 12 864
11 13 879
11 14 904
11 15 794
11 16 594
11 17 839
11 18 935
11 19 363
11 20 623
11 21 873
11 22 938
11 23 702
11 24 1051
11 25 948
12 13 281
12 14 541
12 15 267
12 16 359
12 17 40
12 18 355
12 19 607
12 20 956
12 21 428
12 22 207
12 23 166
12 24 346
12 25 489
13 14 812
13 15 84
13 16 546
13 17 248
13 18 81
13 19 542
13 20 1136
13 21 699
13 22 114
13 23 278
13 24 620
13 25 767
14 15 770
14 16 374
14 17 567
14 18 891
14 19 859
14 20 613
14 21 114
14 22 749
14 23 562
14 24 339
14 25 88
15 16 479
15 17 227
15 18 155
15 19 462
15 20 1061
15 21 661
15 22 165
15 23 216
15 24 613
15 25 733
16 17 356
16 18 627
16 19 485
16 20 602
16 21 303
16 22 530
16 23 267
16 24 457
16 25 386
17 18 324
17 19 572
17 20 958
17 21 454
17 22 186
17 23 137
17 24 385
17 25 519
18 19 587
18 20 1215
18 21 778
18 22 162
18 23 359
18 24 686
18 25 843
19 20 839
19 21 786
19 22 621
19 23 442
19 24 883
19 25 870
20 21 668
20 22 1132
20 23 863
20 24 922
20 25 698
21 22 635
21 23 456
21 24 255
21 25 84
22 23 271
22 24 525
22 25 695
23 24 463
23 25 534
24 25 253
