200 19900
1 2 283
1 3 847
1 4 203
1 5 548
1 6 439
1 7 433
1 8 316
1 9 327
1 10 491
1 11 610
1 12 191
1 13 747
1 14 350
1 15 377
1 16 591
1 17 288
1 18 289
1 19 378
1 20 470
1 21 244
1 22 48
1 23 782
1 24 297
1 25 302
1 26 408
1 27 245
1 28 261
1 29 706
1 30 577
1 31 316
1 32 524
1 33 219
1 34 194
1 35 398
1 36 475
1 37 259
1 38 498
1 39 619
1 40 443
1 41 245
1 42 305
1 43 537
1 44 482
1 45 203
1 46 196
1 47 373
1 48 642
1 49 580
1 50 533
1 51 79
1 52 89
1 53 474
1 54 285
1 55 330
1 56 344
1 57 384
1 58 557
1 59 550
1 60 915
1 61 680
1 62 441
1 63 88
1 64 438
1 65 684
1 66 292
1 67 346
1 68 366
1 69 717
1 70 580
1 71 577
1 72 101
1 73 22
1 74 607
1 75 659
1 76 603
1 77 488
1 78 833
1 79 285
1 80 429
1 81 489
1 82 755
1 83 626
1 84 476
1 85 454
1 86 94
1 87 315
1 88 330
1 89 663
1 90 224
1 91 336
1 92 223
1 93 434
1 94 650
1 95 426
1 96 290
1 97 349
1 98 74
1 99 676
1 100 424
1 101 468
1 102 793
1 103 342
1 104 245
1 105 344
1 106 547
1 107 632
1 108 699
1 109 361
1 110 232
1 111 146
1 112 100
1 113 338
1 114 360
1 115 42
1 116 418
1 117 394
1 118 294
1 119 178
1 120 674
1 121 564
1 122 619
1 123 333
1 124 341
1 125 530
1 126 678
1 127 590
1 128 121
1 129 527
1 130 49
1 131 726
1 132 380
1 133 256
1 134 390
1 135 687
1 136 262
1 137 97
1 138 420
1 139 242
1 140 876
1 141 453
1 142 246
1 143 110
1 144 206
1 145 585
1 146 434
1 147 226
1 148 295
1 149 536
1 150 593
1 151 118
1 152 476
1 153 352
1 154 681
1 155 425
1 156 492
1 157 238
1 158 781
1 159 182
1 160 847
1 161 340
1 162 631
1 163 494
1 164 545
1 165 324
1 166 408
1 167 627
1 168 694
1 169 410
1 170 351
1 171 432
1 172 231
1 173 451
1 174 557
1 175 351
1 176 451
1 177 318
1 178 637
1 179 146
1 180 758
1 181 150
1 182 206
1 183 393
1 184 597
1 185 617
1 186 327
1 187 279
1 188 262
1 189 124
1 190 135
1 191 376
1 192 261
1 193 362
1 194 286
1 195 188
