200 19900
1 2 889
1 3 216
1 4 750
1 5 797
1 6 459
1 7 494
1 8 348
1 9 818
1 10 89
1 11 470
1 12 654
1 13 662
1 14 564
1 15 186
1 16 431
1 17 260
1 18 208
1 19 720
1 20 178
1 21 747
1 22 158
1 23 971
1 24 394
1 25 208
1 26 669
1 27 808
1 28 870
1 29 693
1 30 644
1 31 242
1 32 761
1 33 206
1 34 218
1 35 895
1 36 577
1 37 676
1 38 132
1 39 717
1 40 505
1 41 525
1 42 674
1 43 596
1 44 628
1 45 460
1 46 708
1 47 481
1 48 289
1 49 860
1 50 149
1 51 234
1 52 592
1 53 115
1 54 112
1 55 336
1 56 384
1 57 547
1 58 391
1 59 247
1 60 64
1 61 988
1 62 322
1 63 413
1 64 785
1 65 590
1 66 774
1 67 506
1 68 692
1 69 382
1 70 165
1 71 762
1 72 74
1 73 582
1 74 359
1 75 542
1 76 470
1 77 856
1 78 794
1 79 881
1 80 441
1 81 344
1 82 307
1 83 314
1 84 541
1 85 245
1 86 503
1 87 517
1 88 570
1 89 715
1 90 858
1 91 426
1 92 669
1 93 404
1 94 834
1 95 617
1 96 569
1 97 798
1 98 630
1 99 591
1 100 877
1 101 814
1 102 372
1 103 487
1 104 853
1 105 501
1 106 515
1 107 418
1 108 900
1 109 551
1 110 740
1 111 695
1 112 431
1 113 673
1 114 481
1 115 859
1 116 720
1 117 163
1 118 317
1 119 723
1 120 276
1 121 705
1 122 861
1 123 320
1 124 507
1 125 521
1 126 683
1 127 209
1 128 436
1 129 434
1 130 323
1 131 367
1 132 847
1 133 136
1 134 416
1 135 350
1 136 829
1 137 363
1 138 470
1 139 685
1 140 285
1 141 578
1 142 538
1 143 709
1 144 383
1 145 526
1 146 822
1 147 625
1 148 257
1 149 648
1 150 773
1 151 723
1 152 872
1 153 553
1 154 181
1 155 418
1 156 487
1 157 433
1 158 589
1 159 512
1 160 573
1 161 37
1 162 369
1 163 280
1 164 66
1 165 343
1 166 654
1 167 158
1 168 437
1 169 660
1 170 202
1 171 132
1 172 464
1 173 446
1 174 939
1 175 288
1 176 236
1 177 486
1 178 194
1 179 623
1 180 365
1 181 631
1 182 423
1 183 977
1 184 481
1 185 271
1 186 624
1 187 757
1 188 607
1 189 345
1 190 462
1 191 825
1 192 540
1 193 918
1 194 733
1 195 217
1 196 214
1 197 548
1 198 632
1 199 558
1 200 228
2 3 733
2 4 384
2 5 119
2 6 445
2 7 459
2 8 794
2 9 258
2 10 954
2 11 600
2 12 249
2 13 233
2 14 1012
2 15 871
2 16 600
2 17 639
2 18 827
2 19 392
2 20 712
2 21 454
2 22 772
2 23 248
2 24 597
2 25 761
2 26 456
2 27 163
2 28 284
2 29 475
2 30 565
2 31 663
2 32 249
2 33 962
2 34 713
2 35 18
2 36 532
2 37 556
2 38 834
2 39 334
2 40 418
2 41 447
2 42 229
2 43 665
2 44 399
2 45 673
2 46 212
2 47 841
2 48 607
2 49 37
2 50 816
2 51 881
2 52 336
2 53 818
2 54 918
2 55 789
2 56 884
2 57 881
2 58 1121
2 59 920
2 60 833
2 61 272
2 62 570
2 63 745
2 64 150
2 65 730
2 66 499
2 67 738
2 68 394
2 69 743
2 70 728
2 71 212
2 72 924
2 73 1010
2 74 954
2 75 380
2 76 425
2 77 579
2 78 149
2 79 121
2 80 991
2 81 1090
2 82 651
2 83 1029
2 84 714
2 85 1045
2 86 982
2 87 651
2 88 399
2 89 235
2 90 232
2 91 557
2 92 402
2 93 719
2 94 263
2 95 840
2 96 861
2 97 127
2 98 302
2 99 396
2 100 228
2 101 97
2 102 551
2 103 926
2 104 489
2 105 457
2 106 544
2 107 524
2 108 256
2 109 525
2 110 159
2 111 195
2 112 678
2 113 377
2 114 511
2 115 42
2 116 517
2 117 735
2 118 655
2 119 518
2 120 1087
2 121 249
2 122 444
2 123 615
2 124 839
2 125 752
2 126 208
2 127 1017
2 128 721
2 129 892
2 130 577
2 131 986
2 132 465
2 133 754
2 134 822
2 135 750
2 136 379
2 137 964
2 138 859
2 139 524
2 140 722
2 141 937
2 142 715
2 143 618
2 144 609
2 145 750
2 146 96
2 147 553
2 148 993
2 149 608
2 150 326
2 151 170
2 152 159
2 153 1030
2 154 873
2 155 581
2 156 783
2 157 612
2 158 466
2 159 570
2 160 908
2 161 884
2 162 522
2 163 889
2 164 825
2 165 893
2 166 416
2 167 737
2 168 888
2 169 341
2 170 1030
2 171 1008
2 172 455
2 173 494
2 174 272
2 175 636
2 176 769
2 177 473
2 178 697
2 179 321
2 180 1004
2 181 344
2 182 496
2 183 364
2 184 973
2 185 790
2 186 699
2 187 537
2 188 589
2 189 933
2 190 650
2 191 315
2 192 740
2 193 371
2 194 212
2 195 717
2 196 766
2 197 587
2 198 566
2 199 338
2 200 941
3 4 683
3 5 628
3 6 287
3 7 297
3 8 176
3 9 718
3 10 242
3 11 473
3 12 523
3 13 523
3 14 444
3 15 343
3 16 429
3 17 111
3 18 101
3 19 512
3 20 115
3 21 533
3 22 237
3 23 779
3 24 384
3 25 287
3 26 623
3 27 683
3 28 774
3 29 479
3 30 635
3 31 85
3 32 570
3 33 230
3 34 250
3 35 735
3 36 362
3 37 459
3 38 107
3 39 516
3 40 321
3 41 324
3 42 505
3 43 623
3 44 560
3 45 496
3 46 582
3 47 313
3 48 221
3 49 708
3 50 273
3 51 388
3 52 409
3 53 104
3 54 192
3 55 161
3 56 252
3 57 383
3 58 594
3 59 200
3 60 152
3 61 793
3 62 177
3 63 218
3 64 610
3 65 640
3 66 739
3 67 567
3 68 484
3 69 453
3 70 168
3 71 577
3 72 285
3 73 457
3 74 277
3 75 359
3 76 308
3 77 836
3 78 664
3 79 704
3 80 349
3 81 548
3 82 312
3 83 508
3 84 590
3 85 456
3 86 386
3 87 304
3 88 373
3 89 599
3 90 665
3 91 399
3 92 605
3 93 201
3 94 637
3 95 433
3 96 396
3 97 662
3 98 447
3 99 515
3 100 685
3 101 671
3 102 183
3 103 350
3 104 810
3 105 433
3 106 495
3 107 363
3 108 704
3 109 526
3 110 575
3 111 548
3 112 220
3 113 601
3 114 272
3 115 698
3 116 693
3 117 186
3 118 329
3 119 507
3 120 489
3 121 520
3 122 805
3 123 120
3 124 335
3 125 324
3 126 525
3 127 419
3 128 494
3 129 561
3 130 160
3 131 538
3 132 633
3 133 118
3 134 248
3 135 157
3 136 759
3 137 286
3 138 309
3 139 662
3 140 76
3 141 428
3 142 333
3 143 713
3 144 379
3 145 589
3 146 654
3 147 409
3 148 266
3 149 653
3 150 571
3 151 562
3 152 689
3 153 444
3 154 341
3 155 404
3 156 566
3 157 438
3 158 378
3 159 503
3 160 414
3 161 237
3 162 263
3 163 189
3 164 157
3 165 484
3 166 595
3 167 175
3 168 562
3 169 462
3 170 416
3 171 347
3 172 281
3 173 251
3 174 742
3 175 96
3 176 324
3 177 424
3 178 107
3 179 436
3 180 313
3 181 541
3 182 346
3 183 773
3 184 367
3 185 371
3 186 416
3 187 733
3 188 608
3 189 501
3 190 487
3 191 739
3 192 340
3 193 711
3 194 613
3 195 254
3 196 298
3 197 548
3 198 415
3 199 430
3 200 410
4 5 410
4 6 461
4 7 537
4 8 818
4 9 136
4 10 834
4 11 312
4 12 250
4 13 275
4 14 1085
4 15 654
4 16 337
4 17 571
4 18 783
4 19 633
4 20 605
4 21 703
4 22 597
4 23 622
4 24 362
4 25 561
4 26 99
4 27 221
4 28 153
4 29 694
4 30 200
4 31 597
4 32 521
4 33 896
4 34 533
4 35 401
4 36 683
4 37 759
4 38 754
4 39 574
4 40 484
4 41 551
4 42 389
4 43 308
4 44 124
4 45 369
4 46 222
4 47 917
4 48 475
4 49 349
4 50 626
4 51 645
4 52 460
4 53 726
4 54 822
4 55 807
4 56 911
4 57 977
4 58 855
4 59 882
4 60 713
4 61 647
4 62 509
4 63 803
4 64 434
4 65 373
4 66 117
4 67 408
4 68 617
4 69 461
4 70 590
4 71 482
4 72 755
4 73 1091
4 74 956
4 75 466
4 76 430
4 77 215
4 78 238
4 79 482
4 80 1019
4 81 835
4 82 446
4 83 773
4 84 372
4 85 822
4 86 1037
4 87 766
4 88 530
4 89 181
4 90 565
4 91 325
4 92 80
4 93 774
4 94 579
4 95 972
4 96 970
4 97 262
4 98 456
4 99 167
4 100 571
4 101 294
4 102 550
4 103 988
