50 1225
1 2 196
1 3 599
1 4 276
1 5 848
1 6 119
1 7 447
1 8 446
1 9 306
1 10 489
1 11 44
1 12 954
1 13 836
1 14 331
1 15 305
1 16 373
1 17 609
1 18 454
1 19 228
1 20 884
1 21 702
1 22 845
1 23 465
1 24 308
1 25 350
1 26 433
1 27 412
1 28 221
1 29 216
1 30 583
1 31 672
1 32 295
1 33 632
1 34 492
1 35 499
1 36 525
1 37 126
1 38 438
1 39 537
1 40 240
1 41 362
1 42 644
1 43 1001
1 44 598
1 45 356
1 46 103
1 47 773
1 48 609
1 49 341
1 50 809
2 3 726
2 4 469
2 5 976
2 6 129
2 7 643
2 8 639
2 9 161
2 10 609
2 11 158
2 12 1150
2 13 948
2 14 168
2 15 501
2 16 538
2 17 741
2 18 601
2 19 134
2 20 1078
2 21 804
2 22 964
2 23 649
2 24 405
2 25 479
2 26 615
2 27 602
2 28 411
2 29 320
2 30 708
2 31 828
2 32 490
2 33 820
2 34 645
2 35 686
2 36 693
2 37 315
2 38 623
2 39 718
2 40 293
2 41 518
2 42 788
2 43 1195
2 44 730
2 45 551
2 46 296
2 47 943
2 48 691
2 49 376
2 50 921
3 4 575
3 5 1201
3 6 715
3 7 484
3 8 608
3 9 880
3 10 934
3 11 639
3 12 825
3 13 1231
3 14 893
3 15 474
3 16 741
3 17 28
3 18 162
3 19 817
3 20 825
3 21 1139
3 22 1223
3 23 327
3 24 322
3 25 250
3 26 318
3 27 626
3 28 586
3 29 768
3 30 994
3 31 181
3 32 469
3 33 396
3 34 151
3 35 353
3 36 213
3 37 496
3 38 680
3 39 755
3 40 821
3 41 765
3 42 102
3 43 922
3 44 987
3 45 444
3 46 522
3 47 977
3 48 1097
3 49 916
3 50 1208
4 5 658
4 6 359
4 7 206
4 8 170
4 9 543
4 10 359
4 11 311
4 12 687
4 13 672
4 14 576
4 15 104
4 16 169
4 17 571
4 18 413
4 19 457
4 20 610
4 21 567
4 22 670
4 23 303
4 24 413
4 25 385
4 26 286
4 27 136
4 28 58
4 29 264
4 30 424
4 31 568
4 32 107
4 33 432
4 34 428
4 35 317
4 36 411
4 37 197
4 38 170
4 39 271
4 40 338
4 41 190
4 42 574
4 43 726
4 44 423
4 45 153
4 46 198
4 47 517
4 48 522
4 49 404
4 50 647
5 6 848
5 7 720
5 8 593
5 9 941
5 10 367
5 11 855
5 12 794
5 13 93
5 14 979
5 15 740
5 16 495
5 17 1189
5 18 1047
5 19 879
5 20 686
5 21 208
5 22 55
5 23 879
5 24 1070
5 25 1042
5 26 882
5 27 575
5 28 678
5 29 656
5 30 267
5 31 1134
5 32 749
5 33 902
5 34 1049
5 35 864
5 36 1000
5 37 834
5 38 521
5 39 449
5 40 689
5 41 492
5 42 1170
5 43 737
5 44 250
5 45 758
5 46 823
5 47 303
5 48 339
5 49 635
5 50 101
6 7 549
6 8 528
6 9 190
6 10 481
6 11 76
6 12 1046
6 13 823
6 14 220
6 15 409
6 16 412
6 17 725
6 18 572
6 19 109
6 20 969
6 21 681
6 22 837
6 23 581
6 24 411
6 25 464
6 26 550
6 27 488
6 28 301
6 29 192
6 30 580
6 31 791
6 32 401
6 33 746
6 34 612
6 35 613
6 36 644
6 37 244
6 38 504
6 39 596
6 40 175
6 41 390
6 42 762
6 43 1085
6 44 601
6 45 464
6 46 219
6 47 816
6 48 573
6 49 269
6 50 796
7 8 129
7 9 738
7 10 505
7 11 489
7 12 511
7 13 759
7 14 769
7 15 142
7 16 313
7 17 471
7 18 343
7 19 653
7 20 454
7 21 685
7 22 747
7 23 159
7 24 453
7 25 384
7 26 167
7 27 161
7 28 259
7 29 470
7 30 540
7 31 419
7 32 153
7 33 233
7 34 335
7 35 146
7 36 279
7 37 332
7 38 210
7 39 271
7 40 544
7 41 350
7 42 449
7 43 570
7 44 526
7 45 98
7 46 348
7 47 496
7 48 673
7 49 607
7 50 738
8 9 708
8 10 386
8 11 481
8 12 521
8 13 630
8 14 742
8 15 181
8 16 205
8 17 596
8 18 459
8 19 622
8 20 441
8 21 557
8 22 618
8 23 286
8 24 531
8 25 478
8 26 289
8 27 47
8 28 227
8 29 407
8 30 413
8 31 548
8 32 193
8 33 346
8 34 457
8 35 275
8 36 407
8 37 355
8 38 84
8 39 147
8 40 483
8 41 245
8 42 578
8 43 556
8 44 398
8 45 176
8 46 362
8 47 388
8 48 553
8 49 528
8 50 608
9 10 582
9 11 261
9 12 1229
9 13 899
9 14 38
9 15 600
9 16 566
9 17 894
9 18 748
9 19 86
9 20 1148
9 21 751
9 22 920
9 23 771
9 24 563
9 25 631
9 26 739
9 27 665
9 28 485
9 29 323
9 30 681
9 31 972
9 32 591
9 33 936
9 34 790
9 35 804
9 36 829
9 37 433
9 38 674
9 39 758
9 40 262
9 41 536
9 42 937
