50 1225
1 2 2
1 3 3
1 4 4
1 5 4
1 6 5
1 7 5
1 8 5
1 9 2
1 10 4
1 11 1
1 12 3
1 13 1
1 14 4
1 15 1
1 16 1
1 17 3
1 18 3
1 19 2
1 20 5
1 21 4
1 22 5
1 23 5
1 24 4
1 25 3
1 26 4
1 27 2
1 28 5
1 29 4
1 30 3
1 31 5
1 32 3
1 33 3
1 34 1
1 35 2
1 36 1
1 37 2
1 38 2
1 39 2
1 40 4
1 41 4
1 42 4
1 43 4
1 44 2
1 45 2
1 46 3
1 47 2
1 48 5
1 49 3
1 50 2
2 3 3
2 4 2
2 5 4
2 6 4
2 7 1
2 8 1
2 9 2
2 10 2
2 11 1
2 12 2
2 13 2
2 14 4
2 15 4
2 16 3
2 17 2
2 18 1
2 19 2
2 20 2
2 21 4
2 22 5
2 23 5
2 24 4
2 25 2
2 26 2
2 27 3
2 28 4
2 29 2
2 30 2
2 31 2
2 32 4
2 33 5
2 34 3
2 35 1
2 36 2
2 37 3
2 38 4
2 39 1
2 40 4
2 41 2
2 42 4
2 43 2
2 44 1
2 45 2
2 46 1
2 47 4
2 48 1
2 49 2
2 50 4
3 4 3
3 5 2
3 6 4
3 7 5
3 8 1
3 9 4
3 10 5
3 11 1
3 12 2
3 13 4
3 14 2
3 15 1
3 16 5
3 17 3
3 18 4
3 19 3
3 20 2
3 21 3
3 22 4
3 23 1
3 24 5
3 25 5
3 26 2
3 27 2
3 28 1
3 29 2
3 30 5
3 31 5
3 32 5
3 33 1
3 34 2
3 35 5
3 36 1
3 37 2
3 38 3
3 39 4
3 40 2
3 41 4
3 42 2
3 43 5
3 44 1
3 45 3
3 46 1
3 47 4
3 48 3
3 49 3
3 50 5
4 5 1
4 6 1
4 7 3
4 8 3
4 9 3
4 10 5
4 11 2
4 12 3
4 13 2
4 14 5
4 15 4
4 16 1
4 17 4
4 18 4
4 19 2
4 20 4
4 21 2
4 22 2
4 23 5
4 24 5
4 25 2
4 26 4
4 27 3
4 28 4
4 29 2
4 30 5
4 31 4
4 32 4
4 33 4
4 34 1
4 35 1
4 36 3
4 37 4
4 38 1
4 39 3
4 40 2
4 41 5
4 42 2
4 43 1
4 44 3
4 45 1
4 46 1
4 47 5
4 48 1
4 49 2
4 50 3
5 6 1
5 7 2
5 8 5
5 9 2
5 10 5
5 11 1
5 12 3
5 13 1
5 14 1
5 15 2
5 16 5
5 17 2
5 18 4
5 19 5
5 20 1
5 21 5
5 22 1
5 23 2
5 24 2
5 25 1
5 26 1
5 27 4
5 28 5
5 29 3
5 30 5
5 31 2
5 32 3
5 33 1
5 34 5
5 35 3
5 36 3
5 37 5
5 38 3
5 39 4
5 40 4
5 41 5
5 42 3
5 43 4
5 44 2
5 45 5
5 46 1
5 47 5
5 48 4
5 49 3
5 50 3
6 7 2
6 8 4
6 9 1
6 10 1
6 11 4
6 12 2
6 13 4
6 14 2
6 15 3
6 16 5
6 17 3
6 18 1
6 19 3
6 20 2
6 21 2
6 22 5
6 23 5
6 24 4
6 25 5
6 26 5
6 27 2
6 28 3
6 29 2
6 30 1
6 31 2
6 32 2
6 33 4
6 34 5
6 35 5
6 36 4
6 37 2
6 38 1
6 39 1
6 40 5
6 41 3
6 42 1
6 43 3
6 44 2
6 45 3
6 46 4
6 47 3
6 48 4
6 49 5
6 50 4
7 8 3
7 9 1
7 10 4
7 11 5
7 12 4
7 13 3
7 14 3
7 15 1
7 16 5
7 17 5
7 18 4
7 19 2
7 20 5
7 21 5
7 22 3
7 23 3
7 24 1
7 25 2
7 26 2
7 27 2
7 28 5
7 29 5
7 30 5
7 31 3
7 32 2
7 33 4
7 34 5
7 35 1
7 36 2
7 37 4
7 38 1
7 39 4
7 40 1
7 41 3
7 42 3
7 43 1
7 44 5
7 45 2
7 46 5
7 47 2
7 48 3
7 49 1
7 50 4
8 9 5
8 10 2
8 11 1
8 12 4
8 13 1
8 14 1
8 15 4
8 16 2
8 17 2
8 18 2
8 19 5
8 20 2
8 21 3
8 22 4
8 23 4
8 24 3
8 25 5
8 26 2
8 27 4
8 28 4
8 29 4
8 30 4
8 31 2
8 32 2
8 33 5
8 34 3
8 35 1
8 36 3
8 37 3
8 38 3
8 39 2
8 40 4
8 41 4
8 42 1
8 43 4
8 44 5
8 45 3
8 46 5
8 47 2
8 48 5
8 49 1
8 50 2
9 10 3
9 11 2
9 12 1
9 13 1
9 14 5
9 15 4
9 16 3
9 17 4
9 18 1
9 19 4
9 20 5
9 21 4
9 22 2
9 23 2
9 24 5
9 25 3
9 26 1
9 27 2
9 28 3
9 29 5
9 30 5
9 31 5
9 32 3
9 33 5
9 34 1
9 35 4
9 36 5
9 37 3
9 38 1
9 39 5
9 40 3
9 41 4
9 42 5
9 43 3
9 44 2
9 45 5
9 46 1
9 47 5
9 48 4
9 49 1
9 50 2
10 11 2
10 12 3
10 13 4
10 14 5
10 15 1
10 16 4
10 17 5
10 18 2
10 19 2
10 20 1
10 21 2
10 22 3
10 23 3
10 24 1
10 25 1
10 26 3
10 27 3
10 28 2
10 29 1
10 30 5
10 31 5
10 32 4
10 33 4
10 34 4
10 35 1
10 36 4
10 37 5
10 38 4
10 39 5
10 40 5
10 41 4
10 42 3
10 43 5
10 44 2
10 45 1
10 46 5
10 47 1
10 48 4
10 49 3
10 50 4
11 12 5
11 13 3
11 14 5
11 15 4
11 16 2
11 17 4
11 18 2
11 19 4
11 20 3
11 21 2
11 22 3
11 23 4
11 24 5
11 25 5
11 26 5
11 27 5
11 28 2
11 29 1
11 30 5
11 31 3
11 32 1
11 33 4
11 34 1
11 35 5
11 36 2
11 37 1
11 38 3
11 39 4
11 40 5
11 41 2
11 42 5
11 43 5
11 44 3
11 45 1
11 46 5
11 47 3
11 48 2
11 49 3
11 50 4
12 13 1
12 14 1
12 15 4
12 16 2
12 17 4
12 18 1
12 19 5
12 20 4
12 21 1
12 22 2
12 23 2
12 24 2
12 25 3
12 26 4
12 27 2
12 28 1
12 29 4
12 30 4
12 31 5
12 32 2
12 33 5
12 34 5
12 35 2
12 36 5
12 37 1
12 38 5
12 39 1
12 40 2
12 41 2
12 42 2
12 43 4
12 44 1
