50 1225
1 2 5
1 3 2
1 4 4
1 5 2
1 6 4
1 7 3
1 8 3
1 9 2
1 10 5
1 11 5
1 12 1
1 13 2
1 14 4
1 15 3
1 16 3
1 17 2
1 18 1
1 19 2
1 20 2
1 21 3
1 22 2
1 23 5
1 24 1
1 25 3
1 26 1
1 27 5
1 28 3
1 29 3
1 30 3
1 31 4
1 32 5
1 33 3
1 34 3
1 35 3
1 36 3
1 37 3
1 38 1
1 39 5
1 40 5
1 41 4
1 42 2
1 43 4
1 44 4
1 45 1
1 46 3
1 47 3
1 48 3
1 49 5
1 50 3
2 3 4
2 4 1
2 5 2
2 6 2
2 7 1
2 8 3
2 9 2
2 10 3
2 11 1
2 12 2
2 13 5
2 14 5
2 15 3
2 16 3
2 17 3
2 18 2
2 19 2
2 20 3
2 21 1
2 22 3
2 23 5
2 24 4
2 25 5
2 26 1
2 27 2
2 28 2
2 29 2
2 30 3
2 31 4
2 32 5
2 33 3
2 34 5
2 35 5
2 36 4
2 37 3
2 38 5
2 39 3
2 40 1
2 41 2
2 42 3
2 43 3
2 44 1
2 45 5
2 46 3
2 47 2
2 48 1
2 49 1
2 50 4
3 4 1
3 5 5
3 6 2
3 7 5
3 8 4
3 9 2
3 10 3
3 11 1
3 12 5
3 13 1
3 14 2
3 15 2
3 16 3
3 17 2
3 18 3
3 19 3
3 20 1
3 21 3
3 22 4
3 23 1
3 24 3
3 25 2
3 26 1
3 27 2
3 28 5
3 29 3
3 30 5
3 31 3
3 32 1
3 33 4
3 34 1
3 35 4
3 36 2
3 37 5
3 38 5
3 39 4
3 40 4
3 41 5
3 42 5
3 43 1
3 44 5
3 45 1
3 46 3
3 47 3
3 48 2
3 49 3
3 50 3
4 5 1
4 6 5
4 7 3
4 8 4
4 9 1
4 10 5
4 11 3
4 12 1
4 13 3
4 14 5
4 15 1
4 16 4
4 17 5
4 18 1
4 19 4
4 20 2
4 21 3
4 22 1
4 23 1
4 24 1
4 25 3
4 26 4
4 27 5
4 28 1
4 29 2
4 30 1
4 31 3
4 32 2
4 33 3
4 34 2
4 35 2
4 36 1
4 37 3
4 38 4
4 39 4
4 40 1
4 41 5
4 42 3
4 43 1
4 44 1
4 45 3
4 46 5
4 47 2
4 48 1
4 49 4
4 50 5
5 6 3
5 7 4
5 8 1
5 9 2
5 10 1
5 11 5
5 12 1
5 13 3
5 14 5
5 15 3
5 16 4
5 17 4
5 18 1
5 19 3
5 20 5
5 21 5
5 22 2
5 23 2
5 24 4
5 25 3
5 26 4
5 27 5
5 28 4
5 29 5
5 30 4
5 31 5
5 32 5
5 33 2
5 34 4
5 35 2
5 36 5
5 37 1
5 38 1
5 39 3
5 40 4
5 41 3
5 42 5
5 43 3
5 44 5
5 45 4
5 46 1
5 47 1
5 48 1
5 49 1
5 50 3
6 7 2
6 8 2
6 9 3
6 10 4
6 11 2
6 12 4
6 13 4
6 14 5
6 15 3
6 16 5
6 17 1
6 18 5
6 19 2
6 20 5
6 21 1
6 22 2
6 23 1
6 24 5
6 25 3
6 26 3
6 27 3
6 28 2
6 29 5
