25 300
1 2 3
1 3 1
1 4 3
1 5 1
1 6 4
1 7 1
1 8 2
1 9 3
1 10 1
1 11 3
1 12 2
1 13 4
1 14 1
1 15 4
1 16 3
1 17 4
1 18 1
1 19 1
1 20 4
1 21 4
1 22 5
1 23 4
1 24 4
1 25 4
2 3 3
2 4 3
2 5 5
2 6 2
2 7 2
2 8 5
2 9 2
2 10 4
2 11 1
2 12 2
2 13 2
2 14 5
2 15 2
2 16 2
2 17 5
2 18 3
2 19 3
2 20 3
2 21 1
2 22 1
2 23 1
2 24 1
2 25 5
3 4 5
3 5 3
3 6 2
3 7 4
3 8 3
3 9 2
3 10 2
3 11 5
3 12 1
3 13 1
3 14 3
3 15 2
3 16 3
3 17 5
3 18 2
3 19 5
3 20 3
3 21 4
3 22 3
3 23 3
3 24 4
3 25 5
4 5 1
4 6 1
4 7 2
4 8 2
4 9 4
4 10 1
4 11 1
4 12 3
4 13 5
4 14 2
4 15 1
4 16 5
4 17 2
4 18 3
4 19 4
4 20 1
4 21 1
4 22 1
4 23 5
4 24 1
4 25 3
5 6 2
5 7 2
5 8 4
5 9 5
5 10 1
5 11 3
5 12 3
5 13 1
5 14 2
5 15 2
5 16 4
5 17 4
5 18 3
5 19 2
5 20 5
5 21 4
5 22 1
5 23 2
5 24 2
5 25 3
6 7 1
6 8 2
6 9 5
6 10 5
6 11 5
6 12 4
6 13 2
6 14 3
6 15 3
6 16 4
6 17 1
6 18 3
6 19 3
6 20 3
6 21 1
6 22 1
6 23 5
6 24 1
6 25 4
7 8 4
7 9 2
7 10 2
7 11 5
7 12 4
7 13 3
7 14 3
7 15 5
7 16 5
7 17 5
7 18 4
7 19 5
7 20 5
7 21 3
7 22 3
7 23 2
7 24 3
7 25 4
8 9 2
8 10 3
8 11 2
8 12 5
8 13 5
8 14 3
8 15 3
8 16 2
8 17 1
8 18 4
8 19 4
8 20 1
8 21 1
8 22 4
8 23 4
8 24 3
8 25 4
9 10 1
9 11 5
9 12 3
9 13 2
9 14 5
9 15 1
9 16 3
9 17 5
9 18 3
9 19 5
9 20 2
9 21 2
9 22 2
9 23 3
9 24 5
9 25 1
10 11 1
10 12 1
10 13 5
10 14 2
10 15 2
10 16 1
10 17 3
10 18 2
10 19 2
10 20 4
10 21 3
10 22 1
10 23 3
10 24 4
10 25 5
11 12 3
11 13 4
11 14 3
11 15 3
11 16 2
11 17 2
11 18 3
11 19 3
11 20 1
11 21 3
11 22 3
11 23 5
11 24 4
11 25 1
12 13 4
12 14 1
12 15 3
12 16 2
12 17 5
12 18 1
12 19 3
12 20 1
12 21 5
12 22 4
12 23 1
12 24 3
12 25 1
13 14 2
13 15 5
13 16 3
13 17 3
13 18 4
13 19 4
13 20 1
13 21 3
13 22 1
13 23 5
13 24 5
13 25 4
14 15 4
14 16 4
14 17 2
14 18 4
14 19 2
14 20 1
14 21 4
14 22 3
14 23 3
14 24 2
14 25 5
15 16 5
15 17 3
15 18 3
15 19 5
15 20 5
15 21 2
15 22 5
15 23 5
15 24 5
15 25 3
16 17 3
16 18 5
16 19 2
16 20 2
16 21 5
16 22 4
16 23 2
16 24 3
16 25 5
17 18 2
17 19 3
17 20 2
17 21 4
17 22 2
17 23 5
17 24 2
17 25 5
18 19 1
18 20 3
18 21 2
18 22 3
18 23 4
18 24 1
18 25 4
19 20 1
19 21 1
19 22 2
19 23 3
19 24 4
19 25 1
20 21 5
20 22 5
20 23 1
20 24 2
20 25 1
21 22 2
21 23 1
21 24 2
21 25 3
22 23 5
22 24 2
22 25 3
23 24 4
23 25 1
24 25 5
