25 300
1 2 5
1 3 1
1 4 5
1 5 2
1 6 3
1 7 1
1 8 2
1 9 1
1 10 4
1 11 5
1 12 2
1 13 5
1 14 2
1 15 3
1 16 4
1 17 5
1 18 3
1 19 4
1 20 5
1 21 3
1 22 3
1 23 4
1 24 2
1 25 1
2 3 1
2 4 1
2 5 4
2 6 1
2 7 1
2 8 4
2 9 2
2 10 5
2 11 4
2 12 2
2 13 2
2 14 1
2 15 2
2 16 5
2 17 2
2 18 2
2 19 4
2 20 2
2 21 5
2 22 5
2 23 3
2 24 2
2 25 5
3 4 5
3 5 1
3 6 3
3 7 5
3 8 5
3 9 4
3 10 4
3 11 5
3 12 5
3 13 1
3 14 3
3 15 1
3 16 5
3 17 1
3 18 3
3 19 4
3 20 5
3 21 3
3 22 5
3 23 3
3 24 2
3 25 3
4 5 5
4 6 4
4 7 5
4 8 3
4 9 3
4 10 2
4 11 2
4 12 4
4 13 3
4 14 5
4 15 5
4 16 5
4 17 3
4 18 1
4 19 3
4 20 5
4 21 5
4 22 2
4 23 1
4 24 2
4 25 5
5 6 5
5 7 5
5 8 5
5 9 2
5 10 3
5 11 1
5 12 5
5 13 4
5 14 2
5 15 1
5 16 2
5 17 4
5 18 3
5 19 1
5 20 2
5 21 2
5 22 3
5 23 3
5 24 5
5 25 3
6 7 4
6 8 3
6 9 5
6 10 1
6 11 3
6 12 5
6 13 2
6 14 5
6 15 2
6 16 1
6 17 5
6 18 5
6 19 2
6 20 1
6 21 3
6 22 2
6 23 2
6 24 3
6 25 3
7 8 3
7 9 1
7 10 2
7 11 2
7 12 5
7 13 4
7 14 2
7 15 2
7 16 5
7 17 4
7 18 3
7 19 3
7 20 2
7 21 1
7 22 5
7 23 5
7 24 2
7 25 5
8 9 1
8 10 1
8 11 1
8 12 3
8 13 2
8 14 5
8 15 5
8 16 5
8 17 5
8 18 4
8 19 1
8 20 2
8 21 2
8 22 2
8 23 3
8 24 3
8 25 1
9 10 1
9 11 3
9 12 2
9 13 1
9 14 3
9 15 4
9 16 1
9 17 3
9 18 5
9 19 3
9 20 1
9 21 1
9 22 5
9 23 2
9 24 4
9 25 1
10 11 3
10 12 1
10 13 5
10 14 3
10 15 3
10 16 1
10 17 1
10 18 3
10 19 5
10 20 1
10 21 1
10 22 4
10 23 4
10 24 1
10 25 5
11 12 5
11 13 4
11 14 3
11 15 5
11 16 5
11 17 4
11 18 2
11 19 2
11 20 1
11 21 4
11 22 1
11 23 5
11 24 2
11 25 1
12 13 1
12 14 1
12 15 2
12 16 4
12 17 3
12 18 3
12 19 5
12 20 5
12 21 2
12 22 2
12 23 2
12 24 5
12 25 5
13 14 5
13 15 2
13 16 3
13 17 2
13 18 5
13 19 2
13 20 5
13 21 1
13 22 1
13 23 5
13 24 2
13 25 1
14 15 4
14 16 2
14 17 1
14 18 2
14 19 3
14 20 5
14 21 3
14 22 3
14 23 4
14 24 4
14 25 3
15 16 5
15 17 4
15 18 5
15 19 5
15 20 1
15 21 1
15 22 4
15 23 1
15 24 2
15 25 1
16 17 2
16 18 3
16 19 4
16 20 4
16 21 1
16 22 5
16 23 1
16 24 4
16 25 3
17 18 1
17 19 4
17 20 3
17 21 2
17 22 1
17 23 2
17 24 4
17 25 4
18 19 3
18 20 4
18 21 2
18 22 2
18 23 1
18 24 4
18 25 5
19 20 5
19 21 2
19 22 3
19 23 1
19 24 1
19 25 3
20 21 4
20 22 2
20 23 4
20 24 1
20 25 3
21 22 4
21 23 2
21 24 5
21 25 3
22 23 4
22 24 5
22 25 2
23 24 2
23 25 2
24 25 4
