25 300
1 2 3
1 3 3
1 4 1
1 5 2
1 6 2
1 7 2
1 8 1
1 9 5
1 10 4
1 11 5
1 12 4
1 13 5
1 14 5
1 15 1
1 16 3
1 17 4
1 18 2
1 19 5
1 20 3
1 21 5
1 22 5
1 23 2
1 24 5
1 25 5
2 3 2
2 4 3
2 5 3
2 6 2
2 7 5
2 8 2
2 9 1
2 10 3
2 11 2
2 12 3
2 13 2
2 14 4
2 15 2
2 16 4
2 17 4
2 18 1
2 19 3
2 20 4
2 21 2
2 22 5
2 23 2
2 24 3
2 25 1
3 4 4
3 5 5
3 6 1
3 7 1
3 8 5
3 9 3
3 10 4
3 11 5
3 12 1
3 13 2
3 14 2
3 15 2
3 16 1
3 17 4
3 18 4
3 19 1
3 20 3
3 21 1
3 22 4
3 23 2
3 24 1
3 25 4
4 5 3
4 6 5
4 7 5
4 8 1
4 9 5
4 10 5
4 11 5
4 12 5
4 13 3
4 14 3
4 15 5
4 16 4
4 17 1
4 18 4
4 19 3
4 20 3
4 21 2
4 22 4
4 23 1
4 24 2
4 25 1
5 6 4
5 7 2
5 8 3
5 9 4
5 10 3
5 11 5
5 12 4
5 13 4
5 14 3
5 15 1
5 16 3
5 17 4
5 18 2
5 19 1
5 20 2
5 21 5
5 22 5
5 23 2
5 24 4
5 25 2
6 7 1
6 8 4
6 9 5
6 10 2
6 11 4
6 12 1
6 13 3
6 14 2
6 15 3
6 16 1
6 17 1
6 18 3
6 19 4
6 20 4
6 21 4
6 22 1
6 23 2
6 24 2
6 25 1
7 8 4
7 9 4
7 10 5
7 11 2
7 12 1
7 13 3
7 14 4
7 15 5
7 16 2
7 17 4
7 18 4
7 19 4
7 20 3
7 21 1
7 22 1
7 23 4
7 24 4
7 25 4
8 9 4
8 10 3
8 11 1
8 12 5
8 13 1
8 14 1
8 15 2
8 16 3
8 17 5
8 18 4
8 19 5
8 20 1
8 21 2
8 22 4
8 23 5
8 24 3
8 25 5
9 10 2
9 11 1
9 12 4
9 13 2
9 14 2
9 15 5
9 16 3
9 17 1
9 18 5
9 19 3
9 20 2
9 21 3
9 22 5
9 23 1
9 24 5
9 25 1
10 11 2
10 12 2
10 13 1
10 14 5
10 15 3
10 16 1
10 17 1
10 18 5
10 19 1
10 20 2
10 21 3
10 22 4
10 23 3
10 24 5
10 25 2
11 12 2
11 13 5
11 14 2
11 15 3
11 16 3
11 17 3
11 18 4
11 19 5
11 20 2
11 21 5
11 22 2
11 23 5
11 24 4
11 25 3
12 13 5
12 14 2
12 15 3
12 16 3
12 17 1
12 18 1
12 19 5
12 20 1
12 21 1
12 22 5
12 23 2
12 24 3
12 25 4
13 14 5
13 15 1
13 16 4
13 17 3
13 18 5
13 19 5
13 20 2
13 21 4
13 22 5
13 23 1
13 24 2
13 25 4
14 15 3
14 16 3
14 17 2
14 18 4
14 19 5
14 20 5
14 21 4
14 22 3
14 23 2
14 24 5
14 25 1
15 16 2
15 17 2
15 18 2
15 19 4
15 20 4
15 21 4
15 22 4
15 23 1
15 24 1
15 25 5
16 17 5
16 18 1
16 19 3
16 20 2
16 21 4
16 22 1
16 23 4
16 24 3
16 25 3
17 18 2
17 19 2
17 20 4
17 21 3
17 22 1
17 23 4
17 24 4
17 25 4
18 19 3
18 20 3
18 21 3
18 22 1
18 23 5
18 24 1
18 25 3
19 20 2
19 21 4
19 22 5
19 23 3
19 24 2
19 25 4
20 21 4
20 22 3
20 23 2
20 24 2
20 25 1
21 22 1
21 23 5
21 24 2
21 25 5
22 23 5
22 24 1
22 25 1
23 24 2
23 25 5
24 25 3
