50 1225
1 2 948
1 3 772
1 4 79
1 5 633
1 6 398
1 7 716
1 8 328
1 9 992
1 10 507
1 11 729
1 12 920
1 13 885
1 14 813
1 15 375
1 16 909
1 17 195
1 18 688
1 19 536
1 20 656
1 21 907
1 22 887
1 23 852
1 24 1013
1 25 240
1 26 860
1 27 799
1 28 942
1 29 493
1 30 951
1 31 668
1 32 753
1 33 639
1 34 826
1 35 541
1 36 718
1 37 155
1 38 513
1 39 772
1 40 218
1 41 387
1 42 729
1 43 473
1 44 681
1 45 808
1 46 560
1 47 922
1 48 747
1 49 532
1 50 809
2 3 185
2 4 927
2 5 1041
2 6 1055
2 7 237
2 8 646
2 9 660
2 10 817
2 11 1173
2 12 259
2 13 637
2 14 702
2 15 608
2 16 111
2 17 832
2 18 1211
2 19 1042
2 20 963
2 21 285
2 22 94
2 23 329
2 24 794
2 25 1031
2 26 199
2 27 697
2 28 83
2 29 917
2 30 509
2 31 432
2 32 1026
2 33 1180
2 34 122
2 35 476
2 36 237
2 37 793
2 38 1099
2 39 585
2 40 732
2 41 584
2 42 1048
2 43 825
2 44 271
2 45 234
2 46 1093
2 47 178
2 48 1236
2 49 1056
2 50 162
3 4 757
3 5 943
3 6 919
3 7 57
3 8 487
3 9 687
3 10 710
3 11 1078
3 12 326
3 13 636
3 14 673
3 15 424
3 16 140
3 17 672
3 18 1105
3 19 927
3 20 876
3 21 340
3 22 168
3 23 349
3 24 807
3 25 875
3 26 234
3 27 666
3 28 216
3 29 803
3 30 546
3 31 362
3 32 951
3 33 1070
3 34 68
3 35 292
3 36 120
3 37 620
3 38 976
3 39 554
3 40 555
3 41 401
3 42 967
3 43 711
3 44 134
3 45 227
3 46 978
3 47 264
3 48 1137
3 49 940
3 50 42
4 5 554
4 6 325
4 7 700
4 8 288
4 9 926
4 10 430
4 11 653
4 12 878
4 13 819
4 14 742
4 15 385
4 16 896
4 17 126
4 18 616
4 19 459
4 20 576
4 21 863
4 22 860
4 23 805
4 24 942
4 25 177
4 26 824
4 27 729
4 28 914
4 29 414
4 30 893
4 31 618
4 32 674
4 33 566
4 34 807
4 35 550
4 36 692
4 37 142
4 38 440
4 39 708
4 40 219
4 41 392
4 42 650
4 43 395
4 44 656
4 45 772
4 46 485
4 47 887
4 48 673
4 49 455
4 50 796
5 6 267
5 7 897
5 8 551
5 9 649
5 10 234
5 11 135
5 12 855
5 13 561
5 14 450
5 15 786
5 16 1071
5 17 476
5 18 175
5 19 106
5 20 98
5 21 828
