200 19900
1 2 320
1 3 131
1 4 725
1 5 818
1 6 573
1 7 773
1 8 80
1 9 724
1 10 438
1 11 380
1 12 480
1 13 705
1 14 777
1 15 522
1 16 72
1 17 387
1 18 773
1 19 427
1 20 268
1 21 836
1 22 713
1 23 186
1 24 358
1 25 166
1 26 410
1 27 586
1 28 690
1 29 824
1 30 481
1 31 637
1 32 949
1 33 728
1 34 459
1 35 149
1 36 396
1 37 694
1 38 133
1 39 661
1 40 666
1 41 781
1 42 452
1 43 558
1 44 433
1 45 550
1 46 373
1 47 447
1 48 750
1 49 695
1 50 838
1 51 570
1 52 418
1 53 258
1 54 516
1 55 825
1 56 454
1 57 723
1 58 749
1 59 423
1 60 873
1 61 834
1 62 116
1 63 378
1 64 512
1 65 537
1 66 556
1 67 10
1 68 969
1 69 840
1 70 644
1 71 499
1 72 548
1 73 400
1 74 436
1 75 319
1 76 301
1 77 688
1 78 880
1 79 118
1 80 476
1 81 308
1 82 199
1 83 439
1 84 488
1 85 855
1 86 69
1 87 161
1 88 188
1 89 512
1 90 677
1 91 463
1 92 638
1 93 189
1 94 638
1 95 458
1 96 567
1 97 385
1 98 822
1 99 347
1 100 750
1 101 967
1 102 370
1 103 682
1 104 906
1 105 296
1 106 927
1 107 235
1 108 648
1 109 390
1 110 401
1 111 864
1 112 379
1 113 499
1 114 516
1 115 328
1 116 904
1 117 230
1 118 880
1 119 371
1 120 444
1 121 670
1 122 937
1 123 848
1 124 923
1 125 292
1 126 875
1 127 549
1 128 658
1 129 529
1 130 876
1 131 221
1 132 429
1 133 689
1 134 466
1 135 819
1 136 404
1 137 729
1 138 472
1 139 563
1 140 611
1 141 188
1 142 979
1 143 179
1 144 668
1 145 209
1 146 419
1 147 19
1 148 375
1 149 549
1 150 40
1 151 253
1 152 732
1 153 199
1 154 401
1 155 468
1 156 213
1 157 502
1 158 480
1 159 444
1 160 560
1 161 681
1 162 634
1 163 412
1 164 565
1 165 725
1 166 465
1 167 525
1 168 475
1 169 546
1 170 805
1 171 799
1 172 331
1 173 590
1 174 528
1 175 306
1 176 492
1 177 701
1 178 937
1 179 652
1 180 774
1 181 433
1 182 330
1 183 769
1 184 376
1 185 469
1 186 233
1 187 536
1 188 626
1 189 478
1 190 637
1 191 360
1 192 106
1 193 1004
1 194 416
1 195 555
1 196 670
1 197 292
1 198 319
1 199 84
1 200 749
2 3 369
2 4 880
2 5 772
2 6 825
2 7 670
2 8 246
2 9 533
2 10 165
2 11 223
2 12 750
2 13 644
2 14 864
2 15 482
2 16 389
2 17 707
2 18 780
2 19 709
2 20 230
2 21 828
2 22 528
2 23 382
2 24 632
2 25 418
2 26 98
2 27 640
2 28 592
2 29 909
2 30 802
2 31 793
2 32 854
2 33 573
2 34 661
2 35 369
2 36 493
2 37 643
2 38 383
2 39 891
2 40 859
2 41 907
2 42 156
2 43 296
2 44 340
2 45 568
2 46 675
2 47 146
2 48 632
2 49 787
2 50 794
2 51 845
2 52 155
2 53 315
2 54 339
2 55 858
2 56 724
2 57 755
2 58 858
2 59 493
2 60 943
2 61 986
2 62 322
2 63 533
2 64 808
2 65 380
2 66 532
2 67 310
2 68 1133
2 69 902
2 70 821
2 71 820
2 72 616
2 73 404
2 74 134
2 75 539
2 76 31
2 77 513
2 78 832
2 79 217
2 80 158
2 81 86
2 82 505
2 83 119
2 84 774
2 85 928
2 86 271
2 87 179
2 88 508
2 89 677
2 90 906
2 91 565
2 92 412
2 93 502
2 94 414
2 95 175
2 96 629
2 97 440
2 98 853
2 99 203
2 100 622
2 101 847
2 102 109
2 103 675
2 104 861
2 105 23
2 106 1088
2 107 453
2 108 685
2 109 148
2 110 230
2 111 1006
2 112 130
2 113 262
2 114 216
2 115 461
2 116 944
2 117 127
2 118 874
2 119 691
2 120 660
2 121 729
2 122 840
2 123 836
2 124 1060
2 125 122
2 126 1042
2 127 797
2 128 483
2 129 537
2 130 784
2 131 499
2 132 705
2 133 812
2 134 148
2 135 699
2 136 84
2 137 832
2 138 768
2 139 626
2 140 720
2 141 492
2 142 827
2 143 498
2 144 724
2 145 487
2 146 208
2 147 302
2 148 55
2 149 613
2 150 340
2 151 78
2 152 896
2 153 519
2 154 722
2 155 586
2 156 526
2 157 788
2 158 751
2 159 757
2 160 443
2 161 590
2 162 662
2 163 619
2 164 615
2 165 744
2 166 595
2 167 810
2 168 235
2 169 659
2 170 713
2 171 844
2 172 184
2 173 768
2 174 537
2 175 474
2 176 174
2 177 927
2 178 1056
2 179 693
2 180 771
2 181 670
2 182 394
2 183 640
2 184 431
2 185 178
2 186 253
2 187 594
2 188 621
2 189 414
2 190 614
2 191 69
2 192 217
2 193 1147
2 194 155
2 195 629
2 196 755
2 197 541
2 198 222
2 199 405
2 200 870
3 4 595
3 5 708
3 6 466
3 7 681
3 8 143
3 9 666
3 10 443
3 11 347
3 12 383
3 13 603
3 14 646
3 15 424
3 16 158
3 17 396
3 18 653
3 19 339
3 20 224
3 21 718
3 22 653
3 23 58
3 24 263
3 25 48
3 26 467
3 27 462
3 28 600
3 29 694
3 30 472
3 31 507
3 32 850
3 33 655
3 34 333
3 35 20
3 36 271
3 37 590
3 38 15
3 39 545
3 40 540
3 41 649
3 42 468
3 43 545
3 44 364
3 45 435
3 46 310
3 47 466
3 48 663
3 49 565
3 50 727
3 51 477
3 52 421
3 53 172
3 54 468
3 55 700
3 56 357
3 57 600
3 58 617
3 59 302
3 60 744
3 61 704
3 62 47
3 63 247
3 64 439
3 65 479
3 66 451
3 67 135
3 68 841
3 69 711
3 70 516
3 71 491
3 72 422
3 73 301
3 74 458
3 75 193
3 76 361
3 77 625
3 78 770
3 79 221
3 80 527
3 81 386
3 82 153
3 83 487
3 84 404
3 85 725
3 86 115
3 87 191
3 88 212
3 89 382
3 90 561
3 91 335
3 92 601
