50 1225
1 2 747
1 3 332
1 4 59
1 5 877
1 6 405
1 7 525
1 8 344
1 9 204
1 10 844
1 11 414
1 12 291
1 13 596
1 14 860
1 15 294
1 16 388
1 17 324
1 18 603
1 19 440
1 20 723
1 21 875
1 22 726
1 23 769
1 24 633
1 25 606
1 26 892
1 27 661
1 28 377
1 29 197
1 30 949
1 31 582
1 32 165
1 33 826
1 34 483
1 35 639
1 36 383
1 37 684
1 38 764
1 39 810
1 40 360
1 41 767
1 42 839
1 43 1079
1 44 237
1 45 220
1 46 602
1 47 411
1 48 412
1 49 987
1 50 839
2 3 677
2 4 745
2 5 346
2 6 415
2 7 736
2 8 633
2 9 543
2 10 115
2 11 390
2 12 650
2 13 823
2 14 450
2 15 710
2 16 957
2 17 641
2 18 147
2 19 314
2 20 170
2 21 184
2 22 55
2 23 443
2 24 373
2 25 682
2 26 190
2 27 500
2 28 402
2 29 563
2 30 495
2 31 295
2 32 720
2 33 171
2 34 635
2 35 450
2 36 581
2 37 222
2 38 158
2 39 168
2 40 741
2 41 529
2 42 206
2 43 437
2 44 653
2 45 533
2 46 366
2 47 552
2 48 605
2 49 505
2 50 241
3 4 277
3 5 926
3 6 263
3 7 790
3 8 45
3 9 321
3 10 740
3 11 289
3 12 552
3 13 876
3 14 610
3 15 582
3 16 286
3 17 579
3 18 535
3 19 461
3 20 580
3 21 848
3 22 682
3 23 514
3 24 740
3 25 840
3 26 760
3 27 818
3 28 467
3 29 367
3 30 698
3 31 411
3 32 470
3 33 813
3 34 718
3 35 778
3 36 105
3 37 523
3 38 623
3 39 668
3 40 67
3 41 483
3 42 685
3 43 1091
3 44 101
3 45 266
3 46 708
3 47 142
3 48 643
3 49 740
3 50 854
4 5 897
4 6 380
4 7 579
4 8 292
4 9 211
4 10 837
4 11 392
4 12 342
4 13 652
4 14 826
4 15 350
4 16 335
4 17 374
4 18 598
4 19 446
4 20 707
4 21 882
4 22 728
4 23 734
4 24 661
4 25 655
4 26 880
4 27 699
4 28 395
4 29 220
4 30 916
4 31 559
4 32 222
4 33 835
4 34 531
4 35 673
4 36 337
4 37 664
4 38 749
4 39 796
4 40 301
4 41 725
4 42 823
4 43 1095
4 44 186
4 45 211
4 46 629
4 47 367
4 48 459
4 49 955
4 50 853
5 6 674
5 7 629
5 8 887
5 9 687
5 10 408
5 11 646
5 12 667
5 13 690
5 14 795
5 15 716
5 16 1180
5 17 642
5 18 425
5 19 470
5 20 517
5 21 206
5 22 302
5 23 790
5 24 260
5 25 532
5 26 482
5 27 322
5 28 502
5 29 680
5 30 832
5 31 614
5 32 784
5 33 181
5 34 552
5 35 299
5 36 849
5 37 564
5 38 503
5 39 503
5 40 993
5 41 874
5 42 535
5 43 216
5 44 871
5 45 707
5 46 285
5 47 828
5 48 565
5 49 836
5 50 107
6 7 679
6 8 219
6 9 246
6 10 485
6 11 27
6 12 476
6 13 774
6 14 459
6 15 526
6 16 542
6 17 489
6 18 272
6 19 232
6 20 336
6 21 585
6 22 419
6 23 374
6 24 518
6 25 695
6 26 515
6 27 618
6 28 281
6 29 294
6 30 548
6 31 179
6 32 461
6 33 551
6 34 587
6 35 571
6 36 174
6 37 287
6 38 379
6 39 426
6 40 328
6 41 393
6 42 449
6 43 830
6 44 244
6 45 197
6 46 489
6 47 154
6 48 519
6 49 584
