12 66
1 2 529
1 3 499
1 4 403
1 5 231
1 6 616
1 7 148
1 8 880
1 9 687
1 10 267
1 11 654
1 12 665
2 3 583
2 4 225
2 5 477
2 6 309
2 7 515
2 8 443
2 9 208
2 10 504
2 11 148
2 12 319
3 4 361
3 5 678
3 6 851
3 7 627
3 8 643
3 9 581
3 10 722
3 11 726
3 12 434
4 5 456
4 6 496
4 7 453
4 8 476
4 9 299
4 10 496
4 11 372
4 12 265
5 6 444
5 7 91
5 8 899
5 9 674
5 10 44
5 11 560
5 12 713
6 7 525
6 8 709
6 9 483
6 10 444
6 11 248
6 12 625
7 8 916
7 9 701
7 10 121
7 11 616
7 12 717
8 9 236
8 10 932
8 11 462
8 12 226
9 10 705
9 11 244
9 12 180
10 11 579
10 12 750
11 12 407
