100 4950
1 2 1
1 3 1
1 4 5
1 5 1
1 6 3
1 7 4
1 8 1
1 9 2
1 10 1
1 11 5
1 12 4
1 13 1
1 14 2
1 15 1
1 16 3
1 17 5
1 18 1
1 19 3
1 20 3
1 21 1
1 22 2
1 23 3
1 24 2
1 25 1
1 26 2
1 27 2
1 28 5
1 29 1
1 30 4
1 31 2
1 32 3
1 33 2
1 34 4
1 35 4
1 36 3
1 37 2
1 38 4
1 39 3
1 40 2
1 41 5
1 42 1
1 43 1
1 44 4
1 45 2
1 46 2
1 47 5
1 48 3
1 49 5
1 50 3
1 51 1
1 52 4
1 53 2
1 54 1
1 55 1
1 56 2
1 57 1
1 58 1
1 59 3
1 60 3
1 61 1
1 62 4
1 63 1
1 64 4
1 65 3
1 66 4
1 67 1
1 68 5
1 69 5
1 70 4
1 71 3
1 72 3
1 73 4
1 74 2
1 75 1
1 76 5
1 77 5
1 78 3
1 79 2
1 80 5
1 81 3
1 82 4
1 83 1
1 84 4
1 85 3
1 86 1
1 87 3
1 88 2
1 89 2
1 90 5
1 91 2
1 92 2
1 93 3
1 94 2
1 95 3
1 96 5
1 97 5
1 98 2
1 99 3
1 100 2
2 3 4
2 4 2
2 5 4
2 6 5
2 7 3
2 8 5
2 9 3
2 10 5
2 11 4
2 12 4
2 13 5
2 14 1
2 15 1
2 16 2
2 17 5
2 18 1
2 19 4
2 20 2
2 21 4
2 22 5
2 23 2
2 24 4
2 25 5
2 26 4
2 27 3
2 28 1
2 29 5
2 30 3
2 31 3
2 32 3
2 33 3
2 34 1
2 35 1
2 36 2
2 37 4
2 38 3
2 39 2
2 40 3
2 41 2
2 42 4
2 43 5
2 44 3
2 45 3
2 46 2
2 47 3
2 48 5
2 49 3
2 50 1
2 51 2
2 52 2
2 53 1
2 54 1
2 55 2
2 56 1
2 57 5
2 58 4
2 59 4
2 60 5
2 61 4
2 62 1
2 63 5
2 64 2
2 65 3
2 66 1
2 67 5
2 68 5
2 69 4
2 70 5
2 71 4
2 72 4
2 73 3
2 74 5
2 75 2
2 76 4
2 77 5
2 78 2
2 79 2
2 80 3
2 81 4
2 82 3
2 83 2
2 84 3
2 85 4
2 86 4
2 87 3
2 88 4
2 89 5
2 90 5
2 91 4
2 92 3
2 93 4
2 94 1
2 95 3
2 96 2
2 97 1
2 98 2
2 99 1
2 100 4
3 4 1
3 5 3
3 6 1
3 7 3
3 8 5
3 9 1
3 10 1
3 11 5
3 12 1
3 13 1
3 14 4
3 15 1
3 16 5
3 17 3
3 18 4
3 19 2
3 20 2
3 21 1
3 22 4
3 23 4
3 24 5
3 25 5
3 26 3
3 27 3
3 28 2
3 29 1
3 30 2
3 31 1
3 32 4
3 33 5
3 34 2
3 35 2
3 36 4
3 37 4
3 38 5
3 39 5
3 40 5
3 41 2
3 42 2
3 43 3
3 44 2
3 45 3
3 46 2
3 47 1
3 48 2
3 49 3
3 50 1
3 51 2
3 52 5
3 53 1
3 54 5
3 55 2
3 56 3
3 57 4
3 58 1
3 59 5
3 60 1
3 61 4
3 62 3
3 63 2
3 64 5
3 65 2
3 66 4
3 67 4
3 68 3
3 69 3
3 70 4
3 71 4
3 72 4
3 73 4
3 74 5
3 75 3
3 76 1
3 77 4
3 78 1
3 79 5
3 80 2
3 81 1
3 82 1
3 83 4
3 84 2
3 85 1
3 86 2
3 87 1
3 88 4
3 89 1
3 90 5
3 91 1
3 92 1
3 93 1
3 94 2
3 95 2
3 96 2
3 97 4
3 98 3
3 99 4
3 100 4
4 5 2
4 6 4
4 7 4
4 8 3
4 9 1
4 10 4
4 11 1
4 12 2
4 13 1
4 14 5
4 15 5
4 16 5
4 17 5
4 18 4
4 19 1
4 20 4
4 21 1
4 22 3
4 23 5
4 24 1
4 25 4
4 26 4
4 27 1
4 28 1
4 29 1
4 30 2
4 31 1
4 32 4
4 33 5
4 34 2
4 35 2
4 36 4
4 37 3
4 38 3
4 39 1
4 40 2
4 41 4
4 42 1
4 43 4
4 44 1
4 45 4
4 46 3
4 47 4
4 48 1
4 49 4
4 50 2
4 51 4
4 52 1
4 53 5
4 54 1
4 55 2
4 56 3
4 57 5
4 58 1
4 59 4
4 60 3
4 61 3
4 62 3
4 63 4
4 64 5
4 65 3
4 66 3
4 67 3
4 68 1
4 69 5
4 70 4
4 71 1
4 72 2
4 73 2
4 74 2
4 75 4
4 76 1
4 77 2
4 78 2
4 79 2
4 80 4
4 81 3
4 82 5
4 83 3
4 84 4
4 85 5
4 86 3
4 87 4
4 88 3
4 89 2
4 90 3
4 91 2
4 92 4
4 93 4
4 94 5
4 95 4
4 96 4
4 97 5
4 98 2
4 99 4
4 100 3
5 6 2
5 7 3
5 8 5
5 9 1
5 10 1
5 11 3
5 12 1
5 13 5
5 14 2
5 15 5
5 16 1
5 17 1
5 18 4
5 19 4
5 20 3
5 21 1
5 22 2
5 23 4
5 24 4
5 25 1
5 26 1
5 27 3
5 28 4
5 29 2
5 30 4
5 31 4
5 32 4
5 33 4
5 34 3
5 35 2
5 36 5
5 37 3
5 38 4
5 39 1
5 40 2
5 41 3
5 42 3
5 43 4
5 44 1
5 45 4
5 46 3
5 47 5
5 48 4
5 49 1
5 50 2
5 51 5
5 52 5
5 53 1
5 54 3
5 55 2
5 56 3
5 57 3
5 58 2
5 59 3
5 60 3
5 61 2
5 62 1
5 63 5
5 64 4
5 65 5
5 66 3
5 67 4
5 68 4
5 69 4
5 70 1
5 71 1
5 72 1
5 73 1
5 74 3
5 75 3
5 76 4
5 77 3
5 78 5
5 79 2
5 80 4
5 81 4
5 82 1
5 83 5
5 84 3
5 85 1
5 86 2
5 87 5
5 88 3
5 89 3
5 90 5
5 91 5
5 92 3
5 93 4
5 94 2
5 95 5
5 96 1
5 97 3
5 98 2
5 99 5
5 100 3
6 7 4
6 8 5
6 9 1
6 10 2
6 11 2
6 12 1
6 13 5
6 14 4
6 15 1
6 16 5
6 17 4
6 18 1
6 19 5
6 20 3
6 21 2
6 22 3
6 23 3
6 24 2
6 25 3
6 26 3
6 27 5
6 28 5
6 29 5
6 30 4
6 31 1
6 32 4
6 33 2
6 34 3
6 35 1
6 36 4
6 37 4
6 38 3
6 39 2
6 40 1
6 41 2
6 42 4
6 43 4
6 44 2
6 45 3
6 46 5
6 47 3
6 48 1
6 49 5
6 50 2
6 51 3
6 52 3
6 53 5
6 54 4
6 55 1
6 56 1
6 57 4
6 58 4
6 59 4
6 60 2
6 61 2
6 62 3
6 63 5
6 64 3
6 65 2
6 66 5
6 67 4
6 68 1
6 69 1
6 70 4
6 71 3
6 72 4
6 73 1
6 74 1
6 75 3
6 76 3
6 77 1
6 78 3
6 79 1
6 80 2
6 81 1
6 82 1
6 83 2
6 84 4
6 85 2
6 86 3
6 87 4
6 88 5
6 89 4
6 90 1
6 91 4
6 92 1
6 93 1
6 94 5
6 95 2
6 96 2
6 97 4
6 98 1
6 99 3
6 100 4
7 8 4
7 9 1
7 10 1
7 11 4
7 12 2
7 13 5
7 14 4
7 15 2
7 16 5
7 17 2
7 18 2
7 19 5
7 20 5
7 21 5
7 22 3
7 23 5
7 24 3
7 25 5
7 26 4
7 27 1
7 28 4
7 29 4
7 30 1
7 31 3
7 32 5
7 33 4
7 34 2
7 35 1
7 36 3
7 37 4
7 38 2
7 39 5
7 40 5
7 41 5
7 42 1
7 43 3
7 44 1
7 45 5
7 46 1
7 47 5
7 48 5
7 49 1
7 50 3
7 51 4
7 52 4
7 53 3
7 54 3
7 55 4
7 56 2
7 57 3
7 58 1
7 59 2
7 60 4
7 61 2
7 62 3
7 63 4
7 64 5
7 65 3
7 66 2
7 67 1
7 68 2
7 69 1
7 70 4
7 71 4
7 72 5
7 73 2
7 74 5
7 75 1
7 76 1
7 77 3
7 78 3
7 79 2
7 80 3
7 81 2
7 82 1
7 83 3
7 84 1
7 85 3
7 86 3
7 87 5
7 88 5
7 89 5
7 90 2
7 91 3
7 92 5
7 93 5
7 94 4
7 95 4
7 96 5
7 97 4
7 98 3
7 99 3
7 100 3
8 9 2
8 10 3
8 11 5
8 12 5
8 13 3
8 14 4
8 15 4
8 16 2
8 17 1
8 18 1
8 19 4
8 20 1
8 21 5
8 22 4
8 23 1
8 24 4
8 25 5
8 26 1
8 27 1
8 28 3
8 29 3
8 30 3
8 31 1
8 32 3
8 33 2
8 34 1
8 35 2
8 36 2
8 37 4
8 38 4
8 39 2
8 40 2
8 41 1
8 42 4
8 43 1
8 44 1
8 45 3
8 46 4
8 47 1
8 48 3
8 49 2
8 50 1
8 51 5
8 52 5
8 53 4
8 54 3
8 55 4
8 56 1
8 57 1
8 58 5
8 59 4
8 60 4
8 61 4
8 62 4
8 63 1
8 64 2
8 65 1
8 66 3
8 67 5
8 68 4
8 69 5
8 70 2
8 71 1
8 72 1
8 73 3
8 74 3
8 75 1
8 76 5
8 77 5
8 78 4
8 79 5
8 80 4
8 81 3
8 82 5
8 83 3
8 84 1
8 85 2
8 86 5
8 87 4
8 88 3
8 89 1
8 90 2
8 91 3
8 92 2
8 93 1
8 94 4
8 95 3
8 96 3
8 97 2
8 98 1
8 99 2
8 100 5
9 10 1
9 11 3
9 12 2
9 13 1
9 14 2
9 15 2
9 16 1
9 17 2
9 18 1
9 19 3
9 20 5
9 21 2
9 22 2
9 23 3
9 24 4
9 25 5
9 26 5
9 27 2
9 28 3
9 29 4
9 30 4
9 31 3
9 32 3
9 33 2
9 34 3
9 35 3
9 36 3
9 37 5
9 38 1
9 39 5
9 40 3
9 41 4
9 42 3
9 43 1
9 44 3
9 45 2
9 46 3
9 47 5
9 48 2
9 49 2
9 50 1
9 51 1
9 52 2
9 53 2
9 54 1
9 55 1
9 56 3
9 57 3
9 58 5
9 59 5
9 60 5
9 61 2
9 62 1
9 63 2
9 64 4
9 65 1
9 66 1
9 67 5
9 68 5
9 69 3
9 70 1
9 71 4
9 72 3
9 73 4
9 74 4
9 75 3
9 76 1
9 77 1
9 78 3
9 79 1
9 80 5
9 81 4
9 82 4
9 83 3
9 84 3
9 85 2
9 86 3
9 87 5
9 88 1
9 89 4
9 90 1
9 91 1
9 92 1
9 93 2
9 94 3
9 95 5
9 96 5
9 97 4
9 98 5
9 99 5
9 100 4
10 11 1
10 12 3
10 13 3
10 14 5
10 15 4
10 16 3
10 17 3
10 18 4
10 19 1
10 20 1
10 21 5
10 22 5
10 23 2
10 24 5
10 25 2
10 26 4
10 27 1
10 28 5
10 29 3
10 30 4
10 31 1
10 32 5
10 33 1
10 34 5
10 35 2
10 36 5
10 37 4
10 38 4
10 39 5
10 40 3
10 41 5
10 42 4
10 43 4
10 44 5
10 45 3
10 46 5
10 47 5
10 48 4
10 49 5
10 50 2
10 51 4
10 52 1
10 53 4
10 54 5
10 55 4
10 56 5
10 57 4
10 58 1
10 59 5
10 60 4
10 61 4
10 62 3
10 63 2
10 64 1
10 65 1
10 66 3
10 67 1
10 68 2
10 69 1
10 70 1
10 71 4
10 72 5
10 73 3
10 74 2
10 75 1
10 76 1
10 77 2
10 78 2
10 79 3
10 80 3
10 81 2
10 82 1
10 83 5
10 84 3
10 85 4
10 86 1
10 87 5
10 88 4
10 89 4
10 90 4
10 91 4
10 92 5
10 93 3
10 94 1
10 95 5
10 96 2
10 97 1
10 98 5
10 99 2
10 100 1
11 12 5
11 13 4
11 14 4
11 15 1
11 16 2
11 17 5
11 18 1
11 19 3
11 20 3
11 21 3
11 22 4
11 23 1
11 24 2
11 25 1
11 26 2
11 27 2
11 28 2
11 29 4
11 30 2
11 31 5
11 32 1
11 33 5
11 34 3
11 35 2
11 36 4
11 37 5
11 38 5
11 39 3
11 40 1
11 41 4
11 42 3
11 43 3
11 44 3
11 45 2
11 46 5
11 47 2
11 48 4
11 49 1
11 50 3
11 51 4
11 52 5
11 53 2
11 54 4
11 55 2
11 56 4
11 57 2
11 58 4
11 59 3
11 60 4
11 61 2
11 62 1
11 63 1
11 64 4
11 65 3
11 66 5
11 67 5
11 68 5
11 69 2
11 70 4
11 71 1
11 72 1
11 73 5
11 74 1
11 75 4
11 76 2
11 77 5
11 78 2
11 79 1
11 80 2
11 81 1
11 82 2
11 83 5
11 84 2
11 85 3
11 86 3
11 87 3
11 88 3
11 89 4
11 90 4
11 91 1
11 92 2
11 93 1
11 94 2
11 95 5
11 96 5
11 97 3
11 98 5
11 99 3
11 100 3
12 13 5
12 14 2
12 15 5
12 16 2
12 17 4
12 18 5
12 19 2
12 20 4
12 21 4
12 22 5
12 23 4
12 24 5
12 25 3
12 26 4
12 27 3
12 28 2
12 29 5
12 30 2
12 31 2
12 32 2
12 33 4
12 34 3
12 35 1
12 36 5
12 37 4
12 38 1
12 39 1
12 40 1
12 41 5
12 42 1
12 43 3
12 44 1
12 45 4
12 46 3
12 47 5
12 48 3
12 49 5
12 50 1
12 51 2
12 52 3
12 53 2
12 54 4
12 55 2
12 56 5
12 57 1
12 58 1
12 59 1
12 60 5
12 61 4
12 62 2
12 63 5
12 64 2
12 65 4
12 66 1
12 67 4
12 68 1
12 69 4
12 70 3
12 71 3
12 72 5
12 73 1
12 74 3
12 75 1
12 76 2
12 77 5
12 78 3
12 79 3
12 80 3
12 81 3
12 82 2
12 83 2
12 84 1
12 85 1
12 86 1
12 87 1
12 88 2
12 89 2
12 90 4
12 91 1
12 92 5
12 93 3
12 94 2
12 95 1
12 96 2
12 97 5
12 98 5
12 99 1
12 100 2
13 14 1
13 15 4
13 16 1
13 17 3
13 18 4
13 19 3
13 20 2
13 21 1
13 22 3
13 23 4
13 24 4
13 25 3
13 26 3
13 27 5
13 28 2
13 29 3
13 30 3
13 31 5
13 32 4
13 33 4
13 34 2
13 35 1
13 36 5
13 37 1
13 38 4
13 39 5
13 40 2
13 41 2
13 42 5
13 43 3
13 44 3
13 45 5
13 46 4
13 47 3
13 48 2
13 49 1
13 50 3
13 51 5
13 52 5
13 53 1
13 54 2
13 55 4
13 56 5
13 57 4
13 58 2
13 59 3
13 60 1
13 61 1
13 62 3
13 63 1
13 64 4
13 65 2
13 66 2
13 67 4
13 68 3
13 69 3
13 70 3
13 71 5
13 72 4
13 73 4
13 74 1
13 75 2
13 76 5
13 77 3
13 78 5
13 79 5
13 80 3
13 81 2
13 82 4
13 83 1
13 84 4
13 85 3
13 86 3
13 87 1
13 88 5
13 89 5
13 90 2
13 91 1
13 92 5
13 93 5
13 94 4
13 95 4
13 96 1
13 97 2
13 98 4
13 99 2
13 100 1
14 15 3
14 16 4
14 17 5
14 18 5
14 19 4
14 20 2
14 21 1
14 22 5
14 23 3
14 24 1
14 25 5
14 26 4
14 27 3
14 28 3
14 29 2
14 30 1
14 31 5
14 32 2
14 33 5
14 34 2
14 35 5
14 36 4
14 37 5
14 38 3
14 39 4
14 40 4
14 41 4
14 42 1
14 43 5
14 44 4
14 45 2
14 46 2
14 47 2
14 48 5
14 49 4
14 50 2
14 51 3
14 52 1
14 53 1
14 54 4
14 55 2
14 56 3
14 57 2
14 58 2
14 59 2
14 60 5
14 61 3
14 62 3
14 63 4
14 64 3
14 65 1
14 66 2
14 67 3
14 68 1
14 69 4
14 70 4
14 71 2
14 72 3
14 73 3
14 74 3
14 75 1
14 76 3
14 77 5
14 78 1
14 79 3
14 80 4
14 81 5
14 82 2
14 83 4
14 84 1
14 85 1
14 86 2
14 87 3
14 88 3
14 89 1
14 90 4
14 91 5
14 92 2
14 93 4
14 94 4
14 95 2
14 96 4
14 97 5
14 98 5
14 99 1
14 100 3
15 16 4
15 17 3
15 18 4
15 19 3
15 20 5
15 21 2
15 22 3
15 23 3
15 24 5
15 25 1
15 26 2
15 27 5
15 28 2
15 29 4
15 30 5
15 31 3
15 32 2
15 33 4
15 34 2
15 35 1
15 36 4
15 37 1
15 38 1
15 39 1
15 40 3
15 41 5
15 42 4
15 43 1
15 44 3
15 45 3
15 46 2
15 47 1
