25 300
1 2 4
1 3 5
1 4 3
1 5 1
1 6 1
1 7 4
1 8 1
1 9 1
1 10 4
1 11 3
1 12 4
1 13 4
1 14 1
1 15 1
1 16 1
1 17 1
1 18 1
1 19 2
1 20 1
1 21 5
1 22 3
1 23 1
1 24 4
1 25 3
2 3 4
2 4 5
2 5 5
2 6 3
2 7 2
2 8 3
2 9 3
2 10 5
2 11 3
2 12 2
2 13 1
2 14 1
2 15 4
2 16 1
2 17 3
2 18 3
2 19 2
2 20 4
2 21 2
2 22 1
2 23 3
2 24 2
2 25 2
3 4 2
3 5 4
3 6 3
3 7 5
3 8 5
3 9 3
3 10 2
3 11 1
3 12 2
3 13 3
3 14 1
3 15 2
3 16 5
3 17 4
3 18 2
3 19 4
3 20 2
3 21 2
3 22 5
3 23 4
3 24 3
3 25 1
4 5 3
4 6 2
4 7 1
4 8 5
4 9 3
4 10 2
4 11 4
4 12 1
4 13 2
4 14 2
4 15 1
4 16 3
4 17 3
4 18 3
4 19 4
4 20 5
4 21 4
4 22 5
4 23 1
4 24 5
4 25 2
5 6 3
5 7 5
5 8 1
5 9 1
5 10 3
5 11 2
5 12 5
5 13 5
5 14 5
5 15 3
5 16 1
5 17 1
5 18 5
5 19 3
5 20 3
5 21 1
5 22 4
5 23 1
5 24 3
5 25 3
6 7 2
6 8 2
6 9 3
6 10 5
6 11 3
6 12 5
6 13 2
6 14 3
6 15 2
6 16 3
6 17 4
6 18 2
6 19 2
6 20 5
6 21 1
6 22 4
6 23 5
6 24 5
6 25 5
7 8 4
7 9 4
7 10 4
7 11 2
7 12 5
7 13 4
7 14 3
7 15 2
7 16 1
7 17 1
7 18 2
7 19 3
7 20 4
7 21 4
7 22 5
7 23 1
7 24 5
7 25 2
8 9 2
8 10 3
8 11 3
8 12 3
8 13 3
8 14 4
8 15 1
8 16 2
8 17 2
8 18 2
8 19 4
8 20 3
8 21 4
8 22 1
8 23 5
8 24 2
8 25 5
9 10 1
9 11 2
9 12 3
9 13 1
9 14 3
9 15 1
9 16 5
9 17 3
9 18 5
9 19 4
9 20 3
9 21 3
9 22 2
9 23 4
9 24 4
9 25 2
10 11 3
10 12 5
10 13 2
10 14 4
10 15 5
10 16 2
10 17 1
10 18 1
10 19 3
10 20 2
10 21 2
10 22 2
10 23 1
10 24 4
10 25 4
11 12 2
11 13 5
11 14 5
11 15 1
11 16 2
11 17 2
11 18 3
11 19 2
11 20 2
11 21 2
11 22 2
11 23 3
11 24 4
11 25 2
12 13 2
12 14 4
12 15 4
12 16 4
12 17 1
12 18 1
12 19 3
12 20 1
12 21 1
12 22 2
12 23 2
12 24 3
12 25 5
13 14 1
13 15 1
13 16 1
13 17 3
13 18 5
13 19 3
13 20 1
13 21 2
13 22 5
13 23 3
13 24 5
13 25 1
14 15 4
14 16 1
14 17 3
14 18 2
14 19 3
14 20 3
14 21 4
14 22 3
14 23 2
14 24 3
14 25 4
15 16 5
15 17 1
15 18 5
15 19 4
15 20 5
15 21 2
15 22 1
15 23 5
15 24 2
15 25 4
16 17 4
16 18 4
16 19 3
16 20 2
16 21 5
16 22 2
16 23 2
16 24 4
16 25 1
17 18 1
17 19 1
17 20 5
17 21 4
17 22 2
17 23 5
17 24 4
17 25 1
18 19 1
18 20 3
18 21 3
18 22 5
18 23 3
18 24 1
18 25 4
19 20 5
19 21 5
19 22 1
19 23 3
19 24 4
19 25 4
20 21 1
20 22 1
20 23 1
20 24 4
20 25 2
21 22 2
21 23 5
21 24 2
21 25 5
22 23 2
22 24 4
22 25 2
23 24 5
23 25 5
24 25 4
