100 4950
1 2 1
1 3 3
1 4 1
1 5 3
1 6 2
1 7 1
1 8 2
1 9 1
1 10 3
1 11 5
1 12 3
1 13 2
1 14 1
1 15 1
1 16 4
1 17 4
1 18 4
1 19 4
1 20 2
1 21 2
1 22 2
1 23 2
1 24 4
1 25 3
1 26 1
1 27 3
1 28 4
1 29 2
1 30 2
1 31 4
1 32 3
1 33 1
1 34 1
1 35 4
1 36 1
1 37 4
1 38 5
1 39 5
1 40 5
1 41 1
1 42 5
1 43 4
1 44 5
1 45 3
1 46 2
1 47 3
1 48 3
1 49 1
1 50 1
1 51 4
1 52 1
1 53 2
1 54 5
1 55 5
1 56 5
1 57 1
1 58 5
1 59 5
1 60 5
1 61 3
1 62 3
1 63 1
1 64 2
1 65 4
1 66 2
1 67 2
1 68 4
1 69 5
1 70 1
1 71 4
1 72 5
1 73 3
1 74 3
1 75 4
1 76 2
1 77 4
1 78 5
1 79 4
1 80 3
1 81 3
1 82 3
1 83 4
1 84 2
1 85 1
1 86 1
1 87 3
1 88 3
1 89 2
1 90 2
1 91 3
1 92 1
1 93 3
1 94 3
1 95 5
1 96 1
1 97 4
1 98 5
1 99 4
1 100 4
2 3 5
2 4 3
2 5 3
2 6 5
2 7 4
2 8 1
2 9 1
2 10 4
2 11 2
2 12 2
2 13 2
2 14 2
2 15 5
2 16 4
2 17 4
2 18 4
2 19 3
2 20 3
2 21 4
2 22 2
2 23 5
2 24 2
2 25 5
2 26 1
2 27 1
2 28 2
2 29 1
2 30 2
2 31 3
2 32 3
2 33 3
2 34 5
2 35 5
2 36 5
2 37 2
2 38 3
2 39 5
2 40 3
2 41 1
2 42 5
2 43 4
2 44 2
2 45 2
2 46 4
2 47 5
2 48 1
2 49 5
2 50 1
2 51 3
2 52 4
2 53 2
2 54 3
2 55 2
2 56 2
2 57 3
2 58 4
2 59 4
2 60 2
2 61 1
2 62 4
2 63 4
2 64 5
2 65 1
2 66 2
2 67 3
2 68 5
2 69 3
2 70 4
2 71 5
2 72 1
2 73 5
2 74 3
2 75 3
2 76 3
2 77 5
2 78 5
2 79 5
2 80 4
2 81 5
2 82 2
2 83 1
2 84 5
2 85 1
2 86 1
2 87 4
2 88 4
2 89 3
2 90 5
2 91 4
2 92 2
2 93 2
2 94 3
2 95 3
2 96 3
2 97 5
2 98 1
2 99 4
2 100 3
3 4 1
3 5 3
3 6 3
3 7 1
3 8 2
3 9 4
3 10 1
3 11 4
3 12 1
3 13 3
3 14 3
3 15 4
3 16 1
3 17 3
3 18 5
3 19 3
3 20 4
3 21 1
3 22 2
3 23 5
3 24 2
3 25 1
3 26 1
3 27 3
3 28 2
3 29 1
3 30 2
3 31 2
3 32 2
3 33 2
3 34 4
3 35 2
3 36 4
3 37 5
3 38 4
3 39 3
3 40 5
3 41 3
3 42 4
3 43 5
3 44 2
3 45 3
3 46 3
3 47 4
3 48 5
3 49 3
3 50 2
3 51 2
3 52 4
3 53 5
3 54 3
3 55 1
3 56 1
3 57 2
3 58 3
3 59 2
3 60 1
3 61 1
3 62 1
3 63 4
3 64 5
3 65 5
3 66 2
3 67 1
3 68 3
3 69 5
3 70 5
3 71 1
3 72 4
