50 1225
1 2 5
1 3 3
1 4 4
1 5 2
1 6 5
1 7 1
1 8 3
1 9 2
1 10 4
1 11 1
1 12 4
1 13 3
1 14 3
1 15 5
1 16 3
1 17 5
1 18 4
1 19 5
1 20 3
1 21 3
1 22 3
1 23 4
1 24 5
1 25 5
1 26 3
1 27 4
1 28 1
1 29 3
1 30 5
1 31 1
1 32 1
1 33 4
1 34 2
1 35 2
1 36 3
1 37 3
1 38 1
1 39 5
1 40 3
1 41 4
1 42 5
1 43 3
1 44 5
1 45 2
1 46 1
1 47 1
1 48 2
1 49 3
1 50 1
2 3 1
2 4 4
2 5 4
2 6 4
2 7 4
2 8 2
2 9 1
2 10 2
2 11 3
2 12 2
2 13 3
2 14 1
2 15 4
2 16 5
2 17 2
2 18 2
2 19 4
2 20 1
2 21 4
2 22 3
2 23 2
2 24 1
2 25 5
2 26 4
2 27 4
2 28 2
2 29 5
2 30 4
2 31 2
2 32 1
2 33 2
2 34 3
2 35 4
2 36 2
2 37 4
2 38 2
2 39 5
2 40 4
2 41 3
2 42 2
2 43 5
2 44 1
2 45 1
2 46 1
2 47 1
2 48 3
2 49 3
2 50 1
3 4 2
3 5 5
3 6 4
3 7 4
3 8 3
3 9 2
3 10 1
3 11 1
3 12 4
3 13 5
3 14 4
3 15 4
3 16 2
3 17 2
3 18 1
3 19 2
3 20 3
3 21 1
3 22 5
3 23 3
3 24 2
3 25 2
3 26 1
3 27 2
3 28 5
3 29 4
3 30 4
3 31 3
3 32 5
3 33 4
3 34 1
3 35 2
3 36 5
3 37 2
3 38 1
3 39 4
3 40 4
3 41 3
3 42 5
3 43 3
3 44 3
3 45 5
3 46 5
3 47 3
3 48 1
3 49 5
3 50 4
4 5 4
4 6 5
4 7 3
4 8 4
4 9 4
4 10 4
4 11 1
4 12 4
4 13 3
4 14 5
4 15 2
4 16 1
4 17 3
4 18 2
4 19 5
4 20 3
4 21 5
4 22 1
4 23 1
4 24 3
4 25 1
4 26 4
4 27 3
4 28 1
4 29 3
4 30 4
4 31 5
4 32 2
4 33 4
4 34 4
4 35 2
4 36 1
4 37 3
4 38 2
4 39 5
4 40 4
4 41 3
4 42 1
4 43 5
4 44 5
4 45 4
4 46 1
4 47 3
4 48 5
4 49 2
4 50 3
5 6 5
5 7 2
